instance,n,axis,cell,strategy,balance_arm,soft_lower_penalty,soft_upper_target,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,arc_coef,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings_chord,crossings_road,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec,two_opt_gap
battery-n1000,1000,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,34.7,10,,,,,3,1,per-start,120,14,0,0,23651,0.848,413,9098,10409,10726,26,15,0.474,70.5,0.165,0.95,0.794,12688,15529,8122,0,121.06,0.23,0.649,1.102,118.901,0.004,0.0038
battery-n1000,1000,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,34.7,30,,,,,1,1,per-start,120,14,0,0,24192,0.896,365,9648,10338,10772,33,23,0.506,85.0,0.168,0.954,0.794,13229,15529,8663,0,121.08,0.228,0.654,1.076,118.927,0.004,0.001
battery-n1000,1000,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,34.7,30,,,,,2,1,per-start,120,14,0,0,23062,0.844,560,9084,10414,10769,58,23,0.438,73.5,0.161,0.946,0.794,12099,15529,7533,0,121.09,0.23,0.656,1.085,118.918,0.004,0.0005
battery-n1000,1000,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,34.7,30,,,,,3,1,per-start,120,14,0,0,25419,0.857,403,9213,10541,10755,31,23,0.576,110.79,0.175,0.962,0.794,14456,15529,9890,240,121.07,0.23,0.646,1.102,118.9,0.004,0.0002
battery-sparse-n250,250,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,1,,,,,1,1,per-start,120,6,0,0,16513,0.849,555,7248,7477,8540,2,5,0.417,17.67,0.355,0.718,0.463,8137,10927,5586,13200,120.11,0.014,0.04,0.082,119.919,0.001,0.0637
battery-sparse-n250,250,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,1,,,,,2,1,per-start,120,6,0,0,15498,0.848,540,7196,7212,8486,1,6,0.316,8.5,0.341,0.702,0.463,7122,10927,4571,13200,120.08,0.014,0.04,0.082,119.892,0.001,0.0538
battery-sparse-n250,250,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,1,,,,,3,1,per-start,120,6,0,0,16155,0.834,497,7274,7448,8718,0,8,0.293,23.33,0.35,0.712,0.463,7779,10927,5228,13200,120.11,0.015,0.039,0.083,119.924,0.001,0.0444
battery-sparse-n250,250,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,3,,,,,1,1,per-start,120,6,0,0,15289,0.924,202,7246,7610,7846,4,3,0.185,13.17,0.338,0.699,0.463,6913,10927,4362,13200,120.11,0.014,0.04,0.084,119.917,0.001,0.0105
battery-sparse-n250,250,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,3,,,,,2,1,per-start,120,6,0,0,15414,0.87,347,7234,7474,8317,1,6,0.175,18.33,0.339,0.701,0.463,7038,10927,4487,13200,120.11,0.015,0.04,0.085,119.915,0.001,0.0196
battery-sparse-n250,250,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,3,,,,,3,1,per-start,120,5,0,0,15646,0.961,126,8997,9074,9361,10,6,0.332,54.4,0.343,0.845,0.556,7236,11132,4514,6000,120.11,0.014,0.039,0.09,119.911,0.001,0.0
battery-sparse-n250,250,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,10,,,,,1,1,per-start,120,6,0,0,14840,0.924,210,7201,7400,7794,0,5,0.109,8.33,0.331,0.692,0.463,6464,10927,3913,13200,120.11,0.015,0.039,0.084,119.922,0.001,0.0126
battery-sparse-n250,250,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,10,,,,,2,1,per-start,120,6,0,0,15718,0.853,394,7184,7520,8420,2,4,0.488,36.83,0.344,0.706,0.463,7342,10927,4791,13200,120.11,0.014,0.04,0.083,119.917,0.001,0.0017
battery-sparse-n250,250,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,10,,,,,3,1,per-start,120,5,0,0,15602,0.979,71,9017,9101,9208,11,2,0.405,30.4,0.342,0.845,0.556,7192,11132,4470,6000,120.11,0.015,0.04,0.085,119.92,0.001,0.0
battery-sparse-n250,250,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,30,,,,,1,1,per-start,120,6,0,0,14639,0.936,165,7183,7443,7673,1,3,0.313,22.5,0.328,0.689,0.463,6263,10927,3712,13201,120.1,0.014,0.04,0.086,119.907,0.001,0.0021
battery-sparse-n250,250,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,30,,,,,2,1,per-start,120,6,0,0,15797,0.879,300,7189,7566,8178,2,2,0.296,32.33,0.345,0.707,0.463,7421,10927,4870,13201,120.11,0.014,0.04,0.083,119.918,0.001,0.0
battery-sparse-n250,250,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,85.8,30,,,,,3,1,per-start,120,6,0,0,14642,0.843,486,7181,7232,8521,8,3,0.29,10.83,0.328,0.689,0.463,6266,10927,3715,13200,120.13,0.014,0.04,0.085,119.916,0.001,0.0123
battery-sparse-n500,500,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,1,,,,,1,1,per-start,120,8,0,0,18842,0.849,601,9079,9867,10697,11,4,0.425,43.38,0.239,0.912,0.694,9380,13517,5325,1200,120.31,0.057,0.161,0.312,119.689,0.002,0.0
battery-sparse-n500,500,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,1,,,,,2,1,per-start,120,9,0,0,21861,0.904,289,8957,8984,9908,11,8,0.574,74.89,0.267,0.842,0.617,12419,13401,8460,5640,120.32,0.056,0.168,0.305,119.696,0.002,0.0071
battery-sparse-n500,500,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,1,,,,,3,1,per-start,120,9,0,0,21509,0.974,63,8964,9038,9206,14,7,0.706,95.67,0.264,0.839,0.617,12067,13401,8108,4920,120.33,0.056,0.161,0.299,119.702,0.002,0.0014
battery-sparse-n500,500,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,3,,,,,1,1,per-start,120,8,0,0,19408,0.85,591,9079,9928,10686,8,6,0.321,46.38,0.244,0.919,0.694,9946,13517,5891,1080,120.31,0.056,0.16,0.304,119.698,0.002,0.0
battery-sparse-n500,500,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,3,,,,,2,1,per-start,120,8,0,0,18856,0.845,543,9039,9779,10693,11,7,0.292,47.0,0.239,0.913,0.694,9394,13517,5339,600,120.31,0.058,0.162,0.303,119.698,0.002,0.0
battery-sparse-n500,500,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,3,,,,,3,1,per-start,120,8,0,0,19318,0.863,509,9210,9818,10669,8,4,0.455,48.25,0.244,0.918,0.694,9856,13517,5801,1440,120.38,0.056,0.163,0.298,119.752,0.002,0.0007
battery-sparse-n500,500,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,10,,,,,1,1,per-start,120,9,0,0,25792,0.827,653,8894,9104,10755,38,7,0.435,83.22,0.301,0.883,0.617,16350,13401,12391,6960,120.32,0.057,0.168,0.298,119.706,0.002,0.05
battery-sparse-n500,500,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,10,,,,,2,1,per-start,120,8,0,0,19755,0.855,536,9070,9950,10606,7,8,0.438,78.62,0.248,0.923,0.694,10293,13517,6238,1680,120.33,0.056,0.162,0.317,119.685,0.002,0.0
battery-sparse-n500,500,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,10,,,,,3,1,per-start,120,8,0,0,18785,0.839,695,9018,9744,10750,14,8,0.276,36.12,0.238,0.912,0.694,9323,13517,5268,1440,120.31,0.056,0.162,0.312,119.691,0.002,0.0
battery-sparse-n500,500,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,30,,,,,1,1,per-start,120,8,0,0,19039,0.834,729,8971,10049,10753,12,11,0.514,37.25,0.241,0.915,0.694,9577,13517,5522,1200,120.31,0.056,0.161,0.304,119.697,0.002,0.0001
battery-sparse-n500,500,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,30,,,,,2,1,per-start,120,8,0,0,19427,0.852,544,9155,9828,10743,15,9,0.569,56.88,0.245,0.919,0.694,9965,13517,5910,1201,120.33,0.056,0.16,0.302,119.699,0.002,0.0
battery-sparse-n500,500,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,30,,,,,3,1,per-start,120,8,0,0,19872,0.881,400,9435,9880,10706,19,9,0.267,69.12,0.249,0.924,0.694,10410,13517,6355,1200,120.31,0.057,0.161,0.3,119.704,0.002,0.0003
area-26-n157,157,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,1,,,,,1,1,per-start,120,3,0,0,5193,0.913,307,7594,8117,8322,0,8,0.228,13.67,0.216,0.742,0.581,2810,3618,1575,2760,120.01,0.006,0.017,0.04,119.91,0.001,0.0374
area-26-n157,157,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,1,,,,,2,1,per-start,120,3,0,0,4768,0.803,767,7175,7494,8939,0,10,0.114,5.67,0.202,0.729,0.581,2385,3618,1150,2760,120.06,0.006,0.016,0.041,119.959,0.001,0.0643
area-26-n157,157,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,1,,,,,3,1,per-start,120,3,0,0,5214,0.875,441,7426,8143,8485,1,8,0.044,6.67,0.217,0.743,0.581,2831,3618,1596,2760,120.06,0.006,0.016,0.041,119.959,0.001,0.0232
area-26-n157,157,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,3,,,,,1,1,per-start,120,3,0,0,5289,0.868,498,7344,8320,8465,0,7,0.338,33.0,0.219,0.745,0.581,2906,3618,1671,2760,120.06,0.006,0.016,0.041,119.959,0.001,0.0155
area-26-n157,157,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,3,,,,,2,1,per-start,120,3,0,0,4931,0.869,466,7425,7799,8547,1,5,0.441,27.33,0.207,0.734,0.581,2548,3618,1313,2760,120.06,0.006,0.016,0.042,119.958,0.001,0.0099
area-26-n157,157,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,3,,,,,3,1,per-start,120,3,0,0,4824,0.869,453,7323,7910,8431,0,5,0.304,20.0,0.204,0.73,0.581,2441,3618,1206,2880,120.07,0.006,0.016,0.041,119.96,0.001,0.0051
area-26-n157,157,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,10,,,,,1,1,per-start,120,3,0,0,4938,0.926,261,7666,7829,8283,2,3,0.057,5.33,0.208,0.734,0.581,2555,3618,1320,2760,120.06,0.006,0.017,0.042,119.958,0.001,0.0002
area-26-n157,157,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,10,,,,,2,1,per-start,120,3,0,0,4680,0.891,370,7387,7840,8293,3,9,0.071,6.0,0.199,0.726,0.581,2297,3618,1062,2760,120.06,0.006,0.017,0.043,119.958,0.001,0.0012
area-26-n157,157,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,10,,,,,3,1,per-start,120,3,0,0,4714,0.915,283,7505,7851,8198,0,5,0.225,21.0,0.2,0.727,0.581,2331,3618,1096,2760,120.06,0.006,0.016,0.041,119.961,0.001,0.0003
area-26-n157,157,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,30,,,,,1,1,per-start,120,3,0,0,4677,0.917,315,7593,7641,8283,1,5,0.048,4.33,0.199,0.726,0.581,2294,3618,1059,2760,120.05,0.006,0.016,0.042,119.955,0.001,0.0
area-26-n157,157,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,30,,,,,2,1,per-start,120,3,0,0,4821,0.894,402,7319,8155,8186,0,5,0.219,8.0,0.204,0.73,0.581,2438,3618,1203,2761,120.06,0.006,0.016,0.042,119.958,0.001,0.0
area-26-n157,157,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,30,,,,,3,1,per-start,120,3,0,0,5042,0.873,441,7387,8035,8460,1,5,0.249,15.0,0.211,0.737,0.581,2659,3618,1424,2760,120.06,0.006,0.016,0.04,119.96,0.001,0.0009
area-27-n72,72,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,1,,,,,1,1,per-start,120,2,0,0,5734,1.0,1,7186,7187,7188,4,20,0.752,26.5,0.399,0.665,0.4,5203,914,4820,5760,120.03,0.002,0.004,0.014,119.986,0.0,0.5136
area-27-n72,72,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,1,,,,,2,1,per-start,120,2,0,0,5735,1.0,2,7186,7188,7189,5,10,0.54,22.0,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.002,0.004,0.014,119.986,0.0,0.5833
area-27-n72,72,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,1,,,,,3,1,per-start,120,2,0,0,5735,0.999,4,7184,7188,7191,11,8,0.407,15.5,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.5986
area-27-n72,72,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,3,,,,,1,1,per-start,120,2,0,0,5734,1.0,1,7186,7187,7188,2,14,0.563,22.0,0.399,0.665,0.4,5203,914,4820,5760,120.03,0.002,0.004,0.015,119.985,0.001,0.5642
area-27-n72,72,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,3,,,,,2,1,per-start,120,2,0,0,5732,1.0,1,7185,7186,7187,4,4,0.843,31.5,0.399,0.665,0.4,5201,914,4818,5760,120.03,0.002,0.004,0.015,119.982,0.0,0.4931
area-27-n72,72,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,3,,,,,3,1,per-start,120,2,0,0,5733,0.999,4,7182,7186,7191,8,9,0.564,22.5,0.399,0.665,0.4,5202,914,4819,5760,120.03,0.002,0.004,0.015,119.982,0.0,0.5786
area-27-n72,72,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,10,,,,,1,1,per-start,120,2,0,0,5731,0.999,2,7183,7186,7188,8,11,0.712,21.5,0.399,0.665,0.4,5200,914,4817,5760,120.03,0.002,0.004,0.014,119.985,0.0,0.5515
area-27-n72,72,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,10,,,,,2,1,per-start,120,2,0,0,5731,0.999,2,7183,7186,7188,8,11,0.712,21.5,0.399,0.665,0.4,5200,914,4817,5760,120.03,0.002,0.004,0.014,119.985,0.0,0.5515
area-27-n72,72,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,10,,,,,3,1,per-start,120,2,0,0,5731,1.0,0,7185,7186,7186,4,16,0.406,15.5,0.399,0.665,0.4,5200,914,4817,5760,120.03,0.002,0.004,0.014,119.987,0.001,0.5945
area-27-n72,72,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,30,,,,,1,1,per-start,120,2,0,0,5730,0.999,3,7182,7185,7188,4,12,0.559,24.5,0.399,0.665,0.4,5199,914,4816,5760,120.03,0.002,0.004,0.014,119.986,0.0,0.5848
area-27-n72,72,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,30,,,,,2,1,per-start,120,2,0,0,5725,1.0,0,7182,7182,7183,13,9,0.771,28.5,0.399,0.665,0.4,5194,914,4811,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.5339
area-27-n72,72,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,30,,,,,3,1,per-start,120,2,0,0,5729,1.0,0,7184,7184,7185,13,10,0.809,32.5,0.399,0.665,0.4,5198,914,4815,5760,120.03,0.002,0.004,0.014,119.985,0.0,0.5142
area-29-n43,43,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,1,,,,,1,1,per-start,94,1,0,0,2024,1.0,0,7184,7184,7184,10,6,0.0,0.0,0.282,0.665,0.478,1636,789,1235,2040,94.02,0.001,0.002,0.007,93.994,0.0,0.5075
area-29-n43,43,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,1,,,,,2,1,per-start,94,1,0,0,2026,1.0,0,7186,7186,7186,2,15,0.0,0.0,0.282,0.665,0.478,1638,789,1237,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.4725
area-29-n43,43,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,1,,,,,3,1,per-start,94,1,0,0,2042,1.0,0,7202,7202,7202,4,2,0.0,0.0,0.284,0.667,0.478,1654,789,1253,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.4948
area-29-n43,43,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,3,,,,,1,1,per-start,94,1,0,0,2020,1.0,0,7180,7180,7180,6,9,0.0,0.0,0.281,0.665,0.478,1632,789,1231,2040,94.02,0.001,0.001,0.006,93.994,0.0,0.5271
area-29-n43,43,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,3,,,,,2,1,per-start,94,1,0,0,2034,1.0,0,7194,7194,7194,4,7,0.0,0.0,0.283,0.666,0.478,1646,789,1245,2040,94.02,0.001,0.002,0.007,93.994,0.0,0.5273
area-29-n43,43,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,3,,,,,3,1,per-start,94,1,0,0,2023,1.0,0,7183,7183,7183,3,7,0.0,0.0,0.282,0.665,0.478,1635,789,1234,2040,94.02,0.001,0.002,0.007,93.995,0.0,0.502
area-29-n43,43,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,10,,,,,1,1,per-start,94,1,0,0,2022,1.0,0,7182,7182,7182,6,0,0.0,0.0,0.282,0.665,0.478,1634,789,1233,2040,94.04,0.001,0.002,0.007,94.02,0.0,0.5071
area-29-n43,43,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,10,,,,,2,1,per-start,94,1,0,0,2020,1.0,0,7180,7180,7180,7,4,0.0,0.0,0.281,0.665,0.478,1632,789,1231,2040,93.99,0.001,0.001,0.006,93.967,0.0,0.5073
area-29-n43,43,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,10,,,,,3,1,per-start,94,1,0,0,2020,1.0,0,7180,7180,7180,7,7,0.0,0.0,0.281,0.665,0.478,1632,789,1231,2040,94.02,0.001,0.002,0.007,93.994,0.0,0.4708
area-29-n43,43,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,30,,,,,1,1,per-start,94,1,0,0,2019,1.0,0,7179,7179,7179,9,5,0.0,0.0,0.281,0.665,0.478,1631,789,1230,2040,94.02,0.001,0.001,0.007,93.993,0.0,0.4639
area-29-n43,43,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,30,,,,,2,1,per-start,94,1,0,0,2020,1.0,0,7180,7180,7180,5,6,0.0,0.0,0.281,0.665,0.478,1632,789,1231,2040,94.02,0.001,0.002,0.006,93.994,0.0,0.4965
area-29-n43,43,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,30,,,,,3,1,per-start,94,1,0,0,2022,1.0,0,7182,7182,7182,9,13,0.0,0.0,0.282,0.665,0.478,1634,789,1233,2040,94.02,0.001,0.002,0.007,93.996,0.0,0.46
reference-n1607,1607,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,1,,,,,2,1,per-start,120,25,0,0,61391,0.846,612,9092,10353,10749,75,43,0.414,92.84,0.241,0.942,0.714,34335,30823,30568,9241,122.64,0.608,1.71,2.627,117.376,0.006,0.0114
reference-n1607,1607,arc-weight,arc-w1,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,1,,,,,3,1,per-start,120,25,0,0,58774,0.861,492,9275,10159,10774,53,34,0.49,109.24,0.234,0.932,0.714,31718,30823,27951,9000,122.6,0.59,1.69,2.68,117.325,0.006,0.0223
reference-n1607,1607,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,3,,,,,1,1,per-start,120,24,0,0,58393,0.884,349,9536,10617,10789,70,42,0.436,93.71,0.232,0.969,0.744,31319,30928,27465,7080,122.59,0.595,1.671,2.688,117.317,0.006,0.0125
reference-n1607,1607,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,3,,,,,2,1,per-start,120,25,0,0,60872,0.836,570,8996,10190,10760,70,42,0.47,112.6,0.24,0.94,0.714,33816,30823,30049,10081,122.62,0.599,1.697,2.676,117.328,0.006,0.0194
reference-n1607,1607,arc-weight,arc-w3,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,3,,,,,3,1,per-start,120,25,0,0,60403,0.831,625,8946,10417,10770,63,33,0.521,91.88,0.239,0.938,0.714,33347,30823,29580,10320,122.61,0.595,1.696,2.696,117.309,0.006,0.0219
reference-n1607,1607,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,10,,,,,1,1,per-start,120,24,0,0,60970,0.896,251,9649,10674,10763,50,33,0.515,162.29,0.24,0.979,0.744,33896,30928,30042,9480,122.61,0.598,1.686,2.706,117.297,0.006,0.0099
reference-n1607,1607,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,10,,,,,2,1,per-start,120,24,0,0,59513,0.909,259,9785,10625,10769,70,33,0.486,131.5,0.236,0.974,0.744,32439,30928,28585,7920,122.6,0.595,1.684,2.72,117.284,0.006,0.0066
reference-n1607,1607,arc-weight,arc-w10,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,10,,,,,3,1,per-start,120,24,0,1,57416,0.838,421,9028,10656,10770,70,31,0.548,111.42,0.229,0.965,0.744,30342,30928,26488,6960,122.65,0.6,1.705,2.683,117.347,0.006,0.0059
reference-n1607,1607,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,30,,,,,2,1,per-start,120,24,0,1,60089,0.838,364,9028,10674,10771,82,50,0.524,118.75,0.238,0.976,0.744,33015,30928,29161,8760,122.61,0.603,1.695,2.697,117.307,0.006,0.0203
reference-n1607,1607,arc-weight,arc-w30,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,30,,,,,3,1,per-start,120,25,0,0,61726,0.835,492,8991,10231,10763,58,33,0.383,175.92,0.242,0.943,0.714,34670,30823,30903,10320,122.59,0.597,1.68,2.684,117.321,0.006,0.0105
