instance,n,axis,cell,strategy,balance_arm,soft_lower_penalty,soft_upper_target,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings_chord,crossings_road,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec,two_opt_gap
battery-n200,200,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,59.0,,,,,3,1,per-start,120,4,0,0,8074,0.833,545,7324,7978,8794,0,12,0.083,10.75,0.252,0.742,0.556,4596,4541,3533,5041,120.08,0.009,0.026,0.061,119.938,0.001,0.1028
battery-n400,400,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,1,1,per-start,120,7,0,0,14251,0.976,87,8758,8938,8973,1,17,0.398,38.0,0.229,0.824,0.635,8733,7314,6937,3360,120.22,0.038,0.102,0.203,119.798,0.002,0.0323
battery-n400,400,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,2,1,per-start,120,7,0,0,14220,0.975,69,8739,8895,8961,0,18,0.466,79.29,0.229,0.823,0.635,8702,7314,6906,3720,120.23,0.036,0.104,0.212,119.788,0.002,0.0383
battery-n400,400,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,3,1,per-start,120,6,0,0,11942,0.86,497,9034,10187,10500,19,18,0.613,19.83,0.199,0.925,0.741,6410,7477,4465,0,120.21,0.036,0.103,0.211,119.788,0.002,0.0001
battery-n400,400,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,46.7,,,,,1,1,per-start,120,6,0,0,13955,0.947,193,9928,10413,10482,7,29,0.386,55.33,0.225,0.956,0.741,8423,7477,6478,0,120.21,0.036,0.102,0.2,119.799,0.002,0.0729
battery-n400,400,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,46.7,,,,,2,1,per-start,120,6,0,0,12964,0.927,319,9731,10238,10502,6,32,0.323,31.83,0.213,0.941,0.741,7432,7477,5487,0,120.21,0.036,0.102,0.205,119.795,0.002,0.0826
battery-n400,400,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,46.7,,,,,3,1,per-start,120,6,0,0,13137,0.83,686,8933,10555,10766,3,31,0.469,9.67,0.215,0.943,0.741,7605,7477,5660,0,120.24,0.035,0.106,0.2,119.8,0.002,0.1125
battery-n400,400,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,1,1,per-start,120,7,0,0,14251,0.976,87,8758,8938,8973,1,17,0.398,38.0,0.229,0.824,0.635,8733,7314,6937,3360,120.21,0.036,0.103,0.199,119.801,0.002,0.0323
battery-n400,400,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,2,1,per-start,120,7,0,0,14220,0.975,69,8739,8895,8961,0,18,0.466,79.29,0.229,0.823,0.635,8702,7314,6906,3720,120.21,0.037,0.103,0.201,119.798,0.002,0.0383
battery-n400,400,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,3,1,per-start,120,6,0,0,11942,0.86,497,9034,10187,10500,19,18,0.613,19.83,0.199,0.925,0.741,6410,7477,4465,0,120.23,0.036,0.102,0.201,119.8,0.002,0.0001
battery-n400,400,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,46.7,,,,,1,1,per-start,120,6,0,0,13955,0.947,193,9928,10413,10482,7,29,0.386,55.33,0.225,0.956,0.741,8423,7477,6478,0,120.27,0.036,0.103,0.198,119.861,0.002,0.0729
battery-n400,400,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,46.7,,,,,2,1,per-start,120,6,0,0,12964,0.927,319,9731,10238,10502,6,32,0.323,31.83,0.213,0.941,0.741,7432,7477,5487,0,120.21,0.036,0.102,0.199,119.802,0.002,0.0826
battery-n400,400,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,46.7,,,,,3,1,per-start,120,6,0,0,13137,0.83,686,8933,10555,10766,3,31,0.469,9.67,0.215,0.943,0.741,7605,7477,5660,0,120.21,0.036,0.102,0.198,119.804,0.002,0.1125
battery-n400,400,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,1,1,per-start,120,7,0,0,14251,0.976,87,8758,8938,8973,1,17,0.398,38.0,0.229,0.824,0.635,8733,7314,6937,3360,120.23,0.036,0.103,0.199,119.802,0.002,0.0323
battery-n400,400,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,2,1,per-start,120,7,0,0,14220,0.975,69,8739,8895,8961,0,18,0.466,79.29,0.229,0.823,0.635,8702,7314,6906,3720,120.22,0.036,0.103,0.202,119.799,0.002,0.0383
battery-n400,400,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,3,1,per-start,120,6,0,0,11942,0.86,497,9034,10187,10500,19,18,0.613,19.83,0.199,0.925,0.741,6410,7477,4465,0,120.21,0.036,0.103,0.201,119.8,0.002,0.0001
battery-n400,400,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,46.7,,,,,1,1,per-start,120,6,0,0,13955,0.947,193,9928,10413,10482,7,29,0.386,55.33,0.225,0.956,0.741,8423,7477,6478,0,120.21,0.036,0.103,0.202,119.801,0.002,0.0729
battery-n400,400,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,46.7,,,,,2,1,per-start,120,6,0,0,12964,0.927,319,9731,10238,10502,6,32,0.323,31.83,0.213,0.941,0.741,7432,7477,5487,0,120.23,0.036,0.102,0.199,119.802,0.002,0.0826
battery-n400,400,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,46.7,,,,,3,1,per-start,120,6,0,0,13137,0.83,686,8933,10555,10766,3,31,0.469,9.67,0.215,0.943,0.741,7605,7477,5660,0,120.21,0.036,0.103,0.205,119.795,0.002,0.1125
battery-n400,400,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,1,1,per-start,120,7,0,0,14647,0.992,25,8899,8958,8972,5,21,0.405,41.29,0.234,0.829,0.635,9129,7314,7333,2880,120.21,0.036,0.102,0.202,119.793,0.002,0.0335
battery-n400,400,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,2,1,per-start,120,7,0,0,14220,0.975,69,8739,8895,8961,0,18,0.466,79.29,0.229,0.823,0.635,8702,7314,6906,3720,120.23,0.036,0.102,0.201,119.801,0.002,0.0383
battery-n400,400,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,46.7,,,,,3,1,per-start,120,8,0,0,13325,0.912,266,7267,7687,7965,0,23,0.207,22.88,0.217,0.71,0.556,7822,7178,6147,9600,120.22,0.037,0.104,0.209,119.791,0.002,0.0522
battery-n400,400,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,46.7,,,,,1,1,per-start,120,6,0,0,13529,0.919,330,9822,10256,10689,8,35,0.304,26.17,0.22,0.95,0.741,7997,7477,6052,0,120.22,0.037,0.105,0.199,119.802,0.002,0.0995
battery-n400,400,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,46.7,,,,,2,1,per-start,120,6,0,0,14123,0.893,363,9610,10430,10767,3,39,0.32,39.5,0.227,0.959,0.741,8591,7477,6646,0,120.21,0.036,0.103,0.205,119.797,0.002,0.0843
battery-n400,400,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,46.7,,,,,3,1,per-start,120,6,0,0,13137,0.83,686,8933,10555,10766,3,31,0.469,9.67,0.215,0.943,0.741,7605,7477,5660,0,120.23,0.036,0.104,0.2,119.802,0.002,0.1125
battery-n800,800,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,1,1,per-start,120,12,0,0,19259,0.839,542,8999,9417,10730,24,19,0.522,52.25,0.167,0.889,0.741,10296,12392,6867,480,120.7,0.147,0.411,0.723,119.279,0.003,0.005
battery-n800,800,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,2,1,per-start,120,12,0,0,20041,0.834,555,8970,9634,10750,49,29,0.321,55.33,0.173,0.895,0.741,11078,12392,7649,1560,120.72,0.147,0.41,0.726,119.274,0.003,0.0032
battery-n800,800,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,3,1,per-start,120,12,0,0,19764,0.86,534,8957,9675,10418,14,18,0.381,61.58,0.171,0.893,0.741,10801,12392,7372,480,120.7,0.146,0.416,0.763,119.23,0.003,0.0063
battery-n800,800,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,35.4,,,,,1,1,per-start,120,12,0,0,21198,0.83,642,8920,9742,10744,6,60,0.425,37.33,0.181,0.904,0.741,12235,12392,8806,480,120.71,0.146,0.416,0.713,119.29,0.003,0.0884
battery-n800,800,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,35.4,,,,,2,1,per-start,120,12,0,0,22179,0.714,937,7686,10216,10772,5,66,0.456,58.83,0.188,0.912,0.741,13216,12392,9787,840,120.72,0.147,0.415,0.724,119.278,0.003,0.1055
battery-n800,800,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,35.4,,,,,3,1,per-start,120,12,0,0,21389,0.685,1082,7375,10056,10771,6,44,0.309,54.5,0.182,0.906,0.741,12426,12392,8997,3240,120.71,0.148,0.419,0.718,119.284,0.003,0.0783
battery-n800,800,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,1,1,per-start,120,12,0,0,19259,0.839,542,8999,9417,10730,24,19,0.522,52.25,0.167,0.889,0.741,10296,12392,6867,480,120.75,0.15,0.44,0.736,119.267,0.003,0.005
battery-n800,800,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,2,1,per-start,120,12,0,0,20036,0.834,527,8970,9634,10750,50,29,0.321,55.33,0.173,0.895,0.741,11073,12392,7644,1440,120.7,0.148,0.412,0.714,119.289,0.003,0.0025
battery-n800,800,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,3,1,per-start,120,12,0,0,19764,0.86,534,8957,9675,10418,14,18,0.381,61.58,0.171,0.893,0.741,10801,12392,7372,480,120.72,0.147,0.414,0.742,119.26,0.003,0.0063
battery-n800,800,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,35.4,,,,,1,1,per-start,120,12,0,0,21198,0.83,642,8920,9742,10744,6,60,0.425,37.33,0.181,0.904,0.741,12235,12392,8806,480,120.74,0.147,0.424,0.735,119.268,0.004,0.0884
battery-n800,800,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,35.4,,,,,2,1,per-start,120,12,0,0,22306,0.668,902,7177,10116,10740,5,67,0.392,74.67,0.189,0.913,0.741,13343,12392,9914,1440,120.72,0.16,0.419,0.771,119.231,0.003,0.1087
battery-n800,800,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,35.4,,,,,3,1,per-start,120,12,0,0,21389,0.685,1082,7375,10056,10771,6,44,0.309,54.5,0.182,0.906,0.741,12426,12392,8997,3240,120.74,0.147,0.433,0.773,119.23,0.003,0.0783
battery-n800,800,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,1,1,per-start,120,12,0,0,19259,0.839,542,8999,9417,10730,24,19,0.522,52.25,0.167,0.889,0.741,10296,12392,6867,480,120.7,0.145,0.41,0.72,119.283,0.003,0.005
battery-n800,800,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,2,1,per-start,120,12,0,0,20041,0.834,555,8970,9634,10750,49,29,0.321,55.33,0.173,0.895,0.741,11078,12392,7649,1560,120.74,0.147,0.427,0.727,119.276,0.003,0.0032
battery-n800,800,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,3,1,per-start,120,12,0,0,19764,0.86,534,8957,9675,10418,14,18,0.381,61.58,0.171,0.893,0.741,10801,12392,7372,480,120.71,0.144,0.414,0.737,119.265,0.003,0.0063
battery-n800,800,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,35.4,,,,,1,1,per-start,120,12,0,0,21198,0.83,642,8920,9742,10744,6,60,0.425,37.33,0.181,0.904,0.741,12235,12392,8806,480,120.72,0.148,0.412,0.729,119.272,0.003,0.0884
battery-n800,800,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,35.4,,,,,2,1,per-start,120,12,0,0,22175,0.727,926,7828,10216,10772,7,66,0.456,58.58,0.188,0.912,0.741,13212,12392,9783,720,120.71,0.147,0.419,0.718,119.284,0.003,0.1066
battery-n800,800,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,35.4,,,,,3,1,per-start,120,12,0,0,21389,0.685,1082,7375,10056,10771,6,44,0.309,54.5,0.182,0.906,0.741,12426,12392,8997,3240,120.73,0.146,0.418,0.724,119.279,0.003,0.0783
battery-n800,800,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,1,1,per-start,120,14,0,0,29817,0.748,678,7359,9070,9838,91,63,0.472,107.57,0.237,0.832,0.635,20877,12208,17609,9121,120.75,0.155,0.417,0.724,119.283,0.003,0.1205
battery-n800,800,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,2,1,per-start,120,13,0,0,26965,0.871,443,8836,9345,10149,88,42,0.52,100.54,0.219,0.876,0.684,18014,12300,14665,5880,120.72,0.147,0.419,0.726,119.278,0.003,0.1424
battery-n800,800,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,35.4,,,,,3,1,per-start,120,14,0,0,31150,0.831,388,8426,8996,10142,100,54,0.673,146.29,0.245,0.841,0.635,22210,12208,18942,8400,120.73,0.147,0.41,0.723,119.278,0.003,0.1356
battery-n800,800,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,35.4,,,,,1,1,per-start,120,12,0,0,21198,0.83,642,8920,9742,10744,6,60,0.425,37.33,0.181,0.904,0.741,12235,12392,8806,480,120.71,0.148,0.414,0.712,119.29,0.003,0.0884
battery-n800,800,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,35.4,,,,,2,1,per-start,120,12,0,0,22126,0.727,925,7828,10216,10772,7,66,0.456,58.58,0.187,0.911,0.741,13163,12392,9734,720,120.72,0.147,0.413,0.722,119.28,0.003,0.1064
battery-n800,800,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,35.4,,,,,3,1,per-start,120,12,0,0,21776,0.679,1109,7270,10146,10706,9,53,0.278,50.92,0.185,0.909,0.741,12813,12392,9384,3360,120.71,0.145,0.413,0.73,119.271,0.003,0.1039
battery-n1000,1000,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,1,1,per-start,120,15,0,0,27894,0.837,635,8971,10019,10722,57,45,0.552,126.73,0.189,0.913,0.741,16942,15438,12456,1080,121.06,0.227,0.644,1.12,118.884,0.005,0.0166
battery-n1000,1000,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,2,1,per-start,120,15,0,0,27699,0.835,680,8989,9512,10767,72,50,0.612,90.93,0.188,0.912,0.741,16747,15438,12261,1200,121.16,0.234,0.651,1.148,118.911,0.004,0.0195
battery-n1000,1000,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,3,1,per-start,120,15,0,0,27575,0.84,509,8969,9864,10681,62,46,0.418,74.93,0.187,0.911,0.741,16623,15438,12137,1561,121.09,0.231,0.652,1.145,118.86,0.004,0.0212
battery-n1000,1000,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,34.7,,,,,1,1,per-start,120,15,0,0,27419,0.738,771,7949,9844,10771,5,62,0.645,67.47,0.186,0.91,0.741,16467,15438,11981,960,121.06,0.232,0.646,1.131,118.873,0.004,0.0871
battery-n1000,1000,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,34.7,,,,,2,1,per-start,120,14,0,0,28097,0.933,218,10038,10667,10755,5,70,0.56,97.71,0.19,0.98,0.794,17134,15529,12568,0,121.09,0.231,0.662,1.091,118.913,0.004,0.0833
battery-n1000,1000,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,34.7,,,,,3,1,per-start,120,15,0,0,27680,0.735,956,7894,10137,10736,6,85,0.652,42.2,0.187,0.912,0.741,16728,15438,12242,2520,121.08,0.227,0.648,1.112,118.892,0.004,0.0855
battery-n1000,1000,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,1,1,per-start,120,15,0,0,27894,0.837,635,8971,10019,10722,57,45,0.552,126.73,0.189,0.913,0.741,16942,15438,12456,1080,121.09,0.23,0.645,1.107,118.897,0.004,0.0166
battery-n1000,1000,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,2,1,per-start,120,15,0,0,27441,0.841,523,9053,9739,10767,86,50,0.624,88.47,0.186,0.91,0.741,16489,15438,12003,720,121.06,0.228,0.648,1.123,118.881,0.004,0.029
battery-n1000,1000,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,3,1,per-start,120,15,0,0,27575,0.84,509,8969,9864,10681,62,46,0.418,74.93,0.187,0.911,0.741,16623,15438,12137,1561,121.07,0.23,0.639,1.103,118.901,0.004,0.0212
battery-n1000,1000,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,34.7,,,,,1,1,per-start,120,15,0,0,27419,0.738,771,7949,9844,10771,5,62,0.645,67.47,0.186,0.91,0.741,16467,15438,11981,960,121.08,0.23,0.643,1.092,118.924,0.004,0.0871
battery-n1000,1000,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,34.7,,,,,2,1,per-start,120,14,0,0,28097,0.933,218,10038,10667,10755,5,70,0.56,97.71,0.19,0.98,0.794,17134,15529,12568,0,121.12,0.229,0.651,1.095,118.968,0.004,0.0833
battery-n1000,1000,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,34.7,,,,,3,1,per-start,120,15,0,0,27680,0.735,956,7894,10137,10736,6,85,0.652,42.2,0.187,0.912,0.741,16728,15438,12242,2520,121.07,0.23,0.643,1.096,118.907,0.004,0.0855
battery-n1000,1000,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,1,1,per-start,120,15,0,0,27894,0.837,635,8971,10019,10722,57,45,0.552,126.73,0.189,0.913,0.741,16942,15438,12456,1080,121.08,0.226,0.648,1.097,118.907,0.004,0.0166
battery-n1000,1000,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,2,1,per-start,120,15,0,0,27441,0.841,523,9053,9739,10767,86,50,0.624,88.47,0.186,0.91,0.741,16489,15438,12003,720,121.1,0.228,0.671,1.109,118.896,0.004,0.029
battery-n1000,1000,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,3,1,per-start,120,15,0,0,27567,0.84,520,8969,9864,10681,68,46,0.4,50.87,0.187,0.911,0.741,16615,15438,12129,2041,121.06,0.229,0.65,1.088,118.915,0.004,0.0222
battery-n1000,1000,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,34.7,,,,,1,1,per-start,120,15,0,0,27419,0.738,771,7949,9844,10771,5,62,0.645,67.47,0.186,0.91,0.741,16467,15438,11981,960,121.08,0.23,0.654,1.106,118.897,0.004,0.0871
battery-n1000,1000,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,34.7,,,,,2,1,per-start,120,14,0,0,28097,0.933,218,10038,10667,10755,5,70,0.56,97.71,0.19,0.98,0.794,17134,15529,12568,0,121.07,0.231,0.645,1.129,118.875,0.004,0.0833
battery-n1000,1000,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,34.7,,,,,3,1,per-start,120,15,0,0,27680,0.735,956,7894,10137,10736,6,85,0.652,42.2,0.187,0.912,0.741,16728,15438,12242,2520,121.05,0.228,0.658,1.107,118.88,0.004,0.0855
battery-n1000,1000,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,1,1,per-start,120,15,0,0,27894,0.837,635,8971,10019,10722,57,45,0.552,126.73,0.189,0.913,0.741,16942,15438,12456,1080,121.1,0.228,0.669,1.133,118.869,0.004,0.0166
battery-n1000,1000,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,2,1,per-start,120,16,0,0,29338,0.416,1368,4457,9500,10724,79,48,0.637,103.81,0.196,0.864,0.694,18397,15350,13988,7081,121.08,0.228,0.644,1.105,118.901,0.004,0.0298
battery-n1000,1000,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,34.7,,,,,3,1,per-start,120,16,0,0,29832,0.479,1219,5133,9516,10709,63,49,0.332,108.19,0.199,0.867,0.694,18891,15350,14482,7080,121.08,0.23,0.647,1.119,118.884,0.004,0.0318
battery-n1000,1000,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,34.7,,,,,1,1,per-start,120,15,0,0,27419,0.738,771,7949,9844,10771,5,62,0.645,67.47,0.186,0.91,0.741,16467,15438,11981,960,121.06,0.229,0.652,1.105,118.899,0.004,0.0871
