instance,n,axis,cell,strategy,balance_arm,soft_lower_penalty,soft_upper_target,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings_chord,crossings_road,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec,two_opt_gap
area-26-n157,157,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,48.1,,,,,1,1,per-start,120,3,0,0,4712,0.802,783,7178,7426,8948,0,18,0.034,3.67,0.2,0.727,0.581,2329,3618,1094,2760,120.06,0.006,0.016,0.042,119.959,0.001,0.0895
area-26-n157,157,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,48.1,,,,,2,1,per-start,120,3,0,0,4802,0.91,315,7444,8022,8176,1,10,0.047,5.0,0.203,0.73,0.581,2419,3618,1184,2760,120.06,0.006,0.016,0.043,119.958,0.001,0.0188
area-26-n157,157,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,48.1,,,,,3,1,per-start,120,3,0,0,5015,0.787,870,7217,7465,9173,1,9,0.034,3.67,0.21,0.736,0.581,2632,3618,1397,2760,120.06,0.006,0.016,0.041,119.959,0.001,0.0899
area-27-n72,72,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5734,1.0,1,7186,7187,7188,4,20,0.752,26.5,0.399,0.665,0.4,5203,914,4820,5760,120.03,0.002,0.004,0.014,119.986,0.0,0.5136
area-27-n72,72,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,2,0,0,5735,1.0,2,7186,7188,7189,5,10,0.54,22.0,0.399,0.665,0.4,5204,914,4821,5760,120.01,0.002,0.004,0.014,119.97,0.0,0.5833
area-27-n72,72,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,2,0,0,5735,0.999,4,7184,7188,7191,11,8,0.407,15.5,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.5986
area-27-n72,72,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5738,0.999,2,7187,7189,7191,8,13,0.327,6.0,0.399,0.665,0.4,5207,914,4824,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.6193
area-27-n72,72,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,3,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.02,0.002,0.004,0.015,119.985,0.0,0.0379
area-27-n72,72,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,2,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.02,0.002,0.004,0.014,119.985,0.0,0.0169
area-27-n72,72,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5744,1.0,1,7191,7192,7193,9,13,0.523,21.5,0.399,0.666,0.4,5213,914,4830,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.5225
area-27-n72,72,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,2,0,0,5733,0.999,2,7184,7186,7189,2,20,0.383,13.0,0.399,0.665,0.4,5202,914,4819,5760,120.04,0.002,0.004,0.014,119.985,0.0,0.6008
area-27-n72,72,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,2,0,0,5740,1.0,0,7190,7190,7190,11,10,0.687,32.0,0.399,0.666,0.4,5209,914,4826,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.4982
area-27-n72,72,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,1,0,0,1502,1.0,0,10142,10142,10142,0,4,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.09,0.002,0.004,0.015,120.046,0.0,0.0301
area-27-n72,72,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,1,0,0,1502,1.0,0,10142,10142,10142,0,4,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.02,0.002,0.004,0.014,119.987,0.0,0.0211
area-27-n72,72,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,1,0,0,1502,1.0,0,10142,10142,10142,0,4,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.03,0.002,0.004,0.016,119.985,0.0,0.0211
area-27-n72,72,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5736,0.999,2,7186,7188,7190,3,15,0.632,27.0,0.399,0.665,0.4,5205,914,4822,5760,120.03,0.002,0.004,0.014,119.986,0.0,0.5795
area-27-n72,72,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,2,0,0,5735,1.0,2,7186,7188,7189,6,16,0.308,4.0,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.002,0.004,0.015,119.986,0.0,0.5893
area-27-n72,72,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,2,0,0,5737,1.0,0,7188,7188,7189,5,21,0.705,32.5,0.399,0.666,0.4,5206,914,4823,5760,120.03,0.002,0.004,0.015,119.986,0.0,0.5358
area-27-n72,72,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,2,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.02,0.002,0.004,0.014,119.986,0.0,0.0169
area-27-n72,72,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,3,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.03,0.002,0.004,0.014,119.987,0.0,0.0379
area-27-n72,72,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,2,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,119.97,0.002,0.004,0.015,119.931,0.0,0.0169
area-27-n72,72,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5729,1.0,0,7184,7184,7185,13,17,0.516,21.5,0.399,0.665,0.4,5198,914,4815,5760,120.03,0.002,0.004,0.014,119.986,0.0,0.6121
area-27-n72,72,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,2,0,0,5738,0.999,3,7186,7189,7192,6,11,0.229,7.0,0.399,0.665,0.4,5207,914,4824,5760,120.03,0.002,0.004,0.014,119.985,0.0,0.6357
area-27-n72,72,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,2,0,0,5738,0.999,5,7184,7189,7194,6,15,0.569,19.0,0.399,0.665,0.4,5207,914,4824,5760,120.03,0.002,0.004,0.015,119.986,0.0,0.6144
area-27-n72,72,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,1,0,0,1502,1.0,0,10142,10142,10142,0,4,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.02,0.002,0.004,0.014,119.985,0.0,0.0211
area-27-n72,72,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,3,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.02,0.002,0.004,0.015,119.986,0.0,0.0379
area-27-n72,72,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,2,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.02,0.002,0.004,0.015,119.984,0.0,0.0169
area-29-n43,43,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,1,1,per-start,94,1,0,0,2024,1.0,0,7184,7184,7184,10,6,0.0,0.0,0.282,0.665,0.478,1636,789,1235,2040,94.02,0.001,0.002,0.007,93.994,0.0,0.5075
area-29-n43,43,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,2,1,per-start,94,1,0,0,2026,1.0,0,7186,7186,7186,4,4,0.0,0.0,0.282,0.665,0.478,1638,789,1237,2040,94.03,0.001,0.001,0.007,94.007,0.0,0.4979
area-29-n43,43,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,3,1,per-start,94,1,0,0,2042,1.0,0,7202,7202,7202,4,2,0.0,0.0,0.284,0.667,0.478,1654,789,1253,2040,94.03,0.001,0.002,0.007,94.009,0.0,0.4948
area-29-n43,43,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,27.6,,,,,1,1,per-start,94,1,0,0,2025,1.0,0,7185,7185,7185,4,4,0.0,0.0,0.282,0.665,0.478,1637,789,1236,2040,94.02,0.001,0.002,0.007,93.994,0.0,0.5083
area-29-n43,43,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,27.6,,,,,2,1,per-start,94,1,0,0,2024,1.0,0,7184,7184,7184,9,12,0.0,0.0,0.282,0.665,0.478,1636,789,1235,2040,94.02,0.001,0.002,0.007,93.997,0.0,0.5073
area-29-n43,43,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,27.6,,,,,3,1,per-start,94,1,0,0,2021,1.0,0,7181,7181,7181,6,12,0.0,0.0,0.281,0.665,0.478,1633,789,1232,2040,94.02,0.001,0.002,0.007,93.995,0.0,0.5064
area-29-n43,43,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,1,1,per-start,94,1,0,0,2029,1.0,0,7189,7189,7189,2,9,0.0,0.0,0.282,0.666,0.478,1641,789,1240,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.5035
area-29-n43,43,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,2,1,per-start,94,1,0,0,2021,1.0,0,7181,7181,7181,5,8,0.0,0.0,0.281,0.665,0.478,1633,789,1232,2040,94.02,0.001,0.002,0.007,93.994,0.0,0.5069
area-29-n43,43,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,3,1,per-start,94,1,0,0,2023,1.0,0,7183,7183,7183,2,11,0.0,0.0,0.282,0.665,0.478,1635,789,1234,2040,94.02,0.001,0.002,0.007,93.992,0.0,0.5178
area-29-n43,43,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,27.6,,,,,1,1,per-start,94,1,0,0,2027,1.0,0,7187,7187,7187,2,11,0.0,0.0,0.282,0.665,0.478,1639,789,1238,2040,94.02,0.001,0.002,0.007,93.996,0.0,0.4212
area-29-n43,43,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,27.6,,,,,2,1,per-start,94,1,0,0,2021,1.0,0,7181,7181,7181,5,8,0.0,0.0,0.281,0.665,0.478,1633,789,1232,2040,94.02,0.001,0.001,0.007,93.994,0.0,0.5069
area-29-n43,43,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,27.6,,,,,3,1,per-start,94,1,0,0,2022,1.0,0,7182,7182,7182,1,7,0.0,0.0,0.282,0.665,0.478,1634,789,1233,2040,93.93,0.001,0.002,0.007,93.904,0.0,0.4288
area-29-n43,43,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,1,1,per-start,94,1,0,0,2028,1.0,0,7188,7188,7188,4,9,0.0,0.0,0.282,0.666,0.478,1640,789,1239,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.5289
area-29-n43,43,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,2,1,per-start,94,1,0,0,2025,1.0,0,7185,7185,7185,6,8,0.0,0.0,0.282,0.665,0.478,1637,789,1236,2040,94.02,0.001,0.001,0.007,93.993,0.0,0.5068
area-29-n43,43,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,3,1,per-start,94,1,0,0,2028,1.0,0,7188,7188,7188,4,9,0.0,0.0,0.282,0.666,0.478,1640,789,1239,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.5289
area-29-n43,43,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,27.6,,,,,1,1,per-start,94,1,0,0,2024,1.0,0,7184,7184,7184,2,4,0.0,0.0,0.282,0.665,0.478,1636,789,1235,2040,94.02,0.001,0.001,0.007,93.996,0.0,0.4913
area-29-n43,43,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,27.6,,,,,2,1,per-start,94,1,0,0,2022,1.0,0,7182,7182,7182,2,7,0.0,0.0,0.282,0.665,0.478,1634,789,1233,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.4675
area-29-n43,43,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,27.6,,,,,3,1,per-start,94,1,0,0,2024,1.0,0,7184,7184,7184,2,9,0.0,0.0,0.282,0.665,0.478,1636,789,1235,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.4682
area-29-n43,43,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,1,1,per-start,94,1,0,0,2026,1.0,0,7186,7186,7186,4,6,0.0,0.0,0.282,0.665,0.478,1638,789,1237,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.4954
area-29-n43,43,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,2,1,per-start,94,1,0,0,2028,1.0,0,7188,7188,7188,3,8,0.0,0.0,0.282,0.666,0.478,1640,789,1239,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.4807
area-29-n43,43,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,27.6,,,,,3,1,per-start,94,1,0,0,2026,1.0,0,7186,7186,7186,4,6,0.0,0.0,0.282,0.665,0.478,1638,789,1237,2040,94.02,0.001,0.002,0.007,93.995,0.0,0.4954
area-29-n43,43,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,27.6,,,,,1,1,per-start,94,1,0,0,2026,1.0,0,7186,7186,7186,4,6,0.0,0.0,0.282,0.665,0.478,1638,789,1237,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.4954
area-29-n43,43,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,27.6,,,,,2,1,per-start,94,1,0,0,2033,1.0,0,7193,7193,7193,2,6,0.0,0.0,0.283,0.666,0.478,1645,789,1244,2040,94.04,0.001,0.002,0.007,94.016,0.0,0.5271
area-29-n43,43,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,27.6,,,,,3,1,per-start,94,1,0,0,2023,1.0,0,7183,7183,7183,0,9,0.0,0.0,0.282,0.665,0.478,1635,789,1234,2040,94.02,0.001,0.002,0.007,93.996,0.0,0.4569
reference-n1607,1607,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,1,1,per-start,120,25,0,0,59655,0.839,514,9032,10209,10766,66,46,0.395,114.64,0.236,0.935,0.714,32599,30823,28832,11280,122.58,0.589,1.675,2.753,117.252,0.006,0.0183
reference-n1607,1607,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,2,1,per-start,120,25,0,0,61410,0.847,599,9104,10353,10749,75,43,0.414,92.84,0.242,0.942,0.714,34354,30823,30587,9241,122.58,0.584,1.678,2.723,117.282,0.006,0.0114
reference-n1607,1607,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,3,1,per-start,120,25,0,0,58774,0.861,492,9275,10159,10774,53,34,0.49,109.24,0.234,0.932,0.714,31718,30823,27951,9000,122.57,0.58,1.667,2.682,117.322,0.006,0.0223
reference-n1607,1607,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,44.1,,,,,1,1,per-start,120,25,0,1,58886,0.704,758,7578,10269,10765,4,68,0.503,82.96,0.234,0.932,0.714,31830,30823,28063,9360,122.58,0.58,1.679,2.726,117.278,0.006,0.0419
reference-n1607,1607,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,44.1,,,,,2,1,per-start,120,25,0,0,59672,0.748,661,8054,10341,10761,4,63,0.459,72.08,0.236,0.935,0.714,32616,30823,28849,9600,122.56,0.581,1.662,2.731,117.274,0.006,0.0303
reference-n1607,1607,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,44.1,,,,,3,1,per-start,120,25,0,1,56530,0.718,798,7736,10327,10770,5,44,0.37,73.44,0.227,0.924,0.714,29474,30823,25707,9241,122.55,0.584,1.659,2.694,117.308,0.006,0.036
reference-n1607,1607,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,1,1,per-start,120,25,0,0,59640,0.839,515,9032,10209,10766,66,46,0.395,115.24,0.236,0.935,0.714,32584,30823,28817,11160,122.53,0.582,1.669,2.669,117.28,0.006,0.0182
reference-n1607,1607,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,2,1,per-start,120,25,0,0,61410,0.847,599,9104,10353,10749,75,43,0.414,92.84,0.242,0.942,0.714,34354,30823,30587,9241,122.57,0.582,1.676,2.666,117.336,0.006,0.0114
reference-n1607,1607,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,3,1,per-start,120,25,0,0,58774,0.861,492,9275,10159,10774,53,34,0.49,109.24,0.234,0.932,0.714,31718,30823,27951,9000,122.59,0.584,1.689,2.725,117.279,0.006,0.0223
reference-n1607,1607,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,44.1,,,,,1,1,per-start,120,25,0,1,58866,0.704,758,7578,10269,10765,4,68,0.503,82.96,0.234,0.932,0.714,31810,30823,28043,9360,122.57,0.582,1.672,2.687,117.316,0.006,0.0416
reference-n1607,1607,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,44.1,,,,,2,1,per-start,120,25,0,0,59672,0.748,661,8054,10341,10761,4,63,0.459,72.08,0.236,0.935,0.714,32616,30823,28849,9600,122.57,0.581,1.67,2.707,117.295,0.006,0.0303
reference-n1607,1607,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,44.1,,,,,3,1,per-start,120,25,0,1,56530,0.718,798,7736,10327,10770,5,44,0.37,73.44,0.227,0.924,0.714,29474,30823,25707,9241,122.57,0.606,1.672,2.68,117.322,0.006,0.036
reference-n1607,1607,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,1,1,per-start,120,25,0,0,59004,0.835,589,8988,10027,10766,72,48,0.395,109.48,0.234,0.933,0.714,31948,30823,28181,11280,122.58,0.583,1.668,2.683,117.32,0.006,0.0167
reference-n1607,1607,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,2,1,per-start,120,25,0,0,61410,0.847,599,9104,10353,10749,75,43,0.414,92.84,0.242,0.942,0.714,34354,30823,30587,9241,122.57,0.58,1.678,2.716,117.287,0.006,0.0114
reference-n1607,1607,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,3,1,per-start,120,25,0,0,58774,0.861,492,9275,10159,10774,53,34,0.49,109.24,0.234,0.932,0.714,31718,30823,27951,9000,122.55,0.582,1.672,2.717,117.262,0.006,0.0223
reference-n1607,1607,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,44.1,,,,,1,1,per-start,120,25,0,1,58866,0.704,758,7578,10269,10765,4,68,0.503,82.96,0.234,0.932,0.714,31810,30823,28043,9360,122.59,0.583,1.697,2.701,117.301,0.006,0.0416
reference-n1607,1607,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,44.1,,,,,2,1,per-start,120,25,0,0,59672,0.748,661,8054,10341,10761,4,63,0.459,72.08,0.236,0.935,0.714,32616,30823,28849,9600,122.57,0.584,1.671,2.731,117.271,0.006,0.0303
reference-n1607,1607,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,44.1,,,,,3,1,per-start,120,25,0,1,56530,0.718,798,7736,10327,10770,5,44,0.37,73.44,0.227,0.924,0.714,29474,30823,25707,9241,122.59,0.579,1.695,2.71,117.292,0.006,0.036
reference-n1607,1607,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,1,1,per-start,120,25,0,0,59246,0.837,585,9007,10027,10766,71,49,0.395,109.2,0.235,0.934,0.714,32190,30823,28423,11041,123.12,0.585,2.216,2.987,117.015,0.006,0.0142
reference-n1607,1607,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,2,1,per-start,120,26,0,0,65339,0.826,750,8907,10144,10785,68,53,0.395,91.77,0.253,0.919,0.687,38300,30719,34620,15120,123.22,0.582,2.302,2.797,117.205,0.006,0.0423
reference-n1607,1607,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,44.1,,,,,3,1,per-start,120,26,0,1,63204,0.836,591,9007,9812,10776,68,33,0.572,142.35,0.247,0.912,0.687,36165,30719,32485,13080,122.8,0.578,1.895,2.862,117.14,0.006,0.037
reference-n1607,1607,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,44.1,,,,,1,1,per-start,120,25,0,1,58840,0.704,761,7578,10234,10765,4,68,0.503,82.96,0.234,0.932,0.714,31784,30823,28017,9360,122.6,0.588,1.691,2.698,117.304,0.006,0.042
reference-n1607,1607,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,44.1,,,,,2,1,per-start,120,25,0,0,59952,0.697,675,7496,10318,10761,5,66,0.445,72.2,0.237,0.936,0.714,32896,30823,29129,10200,123.09,0.572,2.095,2.944,117.159,0.006,0.0285
reference-n1607,1607,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,44.1,,,,,3,1,per-start,120,25,0,1,56605,0.719,749,7736,10320,10757,4,44,0.353,73.12,0.227,0.924,0.714,29549,30823,25782,9360,123.01,0.58,2.109,2.919,117.085,0.006,0.0351
