instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,time_global_span_coef,post_resequence,arc_lambda,arc_tau,seed,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,85.8,1,5,0,0,15525,0.768,859,7562,9517,9846,1,0.295,16.8,0.341,0.843,0.556,7115,6000,120.07,0.014,0.042,0.085,119.871,0.001
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,85.8,2,5,0,0,15525,0.768,859,7562,9517,9846,1,0.295,16.8,0.341,0.843,0.556,7115,6000,120.11,0.014,0.039,0.086,119.912,0.001
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,85.8,3,5,0,0,15525,0.768,859,7562,9517,9846,1,0.295,16.8,0.341,0.843,0.556,7115,6000,120.11,0.014,0.045,0.091,119.907,0.001
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,56.9,1,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.34,0.056,0.16,0.298,119.7,0.002
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,56.9,2,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.33,0.057,0.165,0.297,119.702,0.002
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,56.9,3,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.33,0.058,0.163,0.301,119.697,0.002
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,48.1,1,3,0,0,4425,0.838,570,6976,7967,8322,0,0.048,4.0,0.19,0.718,0.581,2042,2760,120.07,0.006,0.016,0.046,119.951,0.001
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,48.1,2,3,0,0,4425,0.838,570,6976,7967,8322,0,0.048,4.0,0.19,0.718,0.581,2042,2760,120.05,0.006,0.016,0.043,119.951,0.001
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,48.1,3,3,0,0,4425,0.838,570,6976,7967,8322,0,0.048,4.0,0.19,0.718,0.581,2042,2760,120.05,0.006,0.016,0.042,119.954,0.001
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,29.8,1,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,0,120.02,0.001,0.004,0.014,119.983,0.0
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,29.8,2,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,0,120.02,0.002,0.004,0.014,119.983,0.0
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,29.8,3,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,0,120.02,0.002,0.004,0.014,119.984,0.0
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.992,0.0
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.01,93.991,0.0
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.006,93.992,0.0
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,44.1,1,25,0,0,59345,0.694,768,7470,10307,10770,6,0.422,72.56,0.235,0.934,0.714,32289,8520,122.63,0.589,1.672,2.686,117.316,0.006
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,44.1,2,25,0,0,59325,0.694,764,7470,10307,10770,6,0.422,72.44,0.235,0.934,0.714,32269,8520,122.65,0.58,1.674,2.644,117.4,0.006
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,44.1,3,25,0,0,59345,0.694,768,7470,10307,10770,6,0.422,72.56,0.235,0.934,0.714,32289,8520,122.66,0.598,1.684,2.683,117.321,0.006
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,112.6,1,1,0,0,3569,1.0,0,9569,9569,9569,1,0.0,0.0,0.373,0.886,0.556,1502,1200,105.06,0.001,0.008,0.009,104.99,0.0
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,112.6,2,1,0,0,3569,1.0,0,9569,9569,9569,1,0.0,0.0,0.373,0.886,0.556,1502,1200,105.03,0.005,0.002,0.009,104.99,0.0
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,112.6,3,1,0,0,3569,1.0,0,9569,9569,9569,1,0.0,0.0,0.373,0.886,0.556,1502,1200,105.02,0.004,0.002,0.01,104.989,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,67.3,1,2,0,0,4450,0.646,1770,6455,8225,9995,1,0.03,5.0,0.271,0.762,0.556,1990,2400,120.12,0.003,0.007,0.022,120.034,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,67.3,2,2,0,0,4450,0.646,1770,6455,8225,9995,1,0.03,5.0,0.271,0.762,0.556,1990,2400,120.04,0.005,0.007,0.021,119.979,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,67.3,3,2,0,0,4450,0.646,1770,6455,8225,9995,1,0.03,5.0,0.271,0.762,0.556,1990,2400,120.04,0.003,0.007,0.023,119.983,0.0
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,59.0,1,4,0,0,8962,0.673,1184,6218,8755,9234,2,0.059,4.75,0.272,0.763,0.556,5484,4800,120.08,0.011,0.025,0.064,119.937,0.001
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,59.0,2,4,0,0,8962,0.673,1184,6218,8755,9234,2,0.059,4.75,0.272,0.763,0.556,5484,4800,120.08,0.012,0.025,0.063,119.938,0.001
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,59.0,3,4,0,0,8962,0.673,1184,6218,8755,9234,2,0.059,4.75,0.272,0.763,0.556,5484,4800,120.1,0.011,0.046,0.064,119.936,0.001
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,46.7,1,6,0,0,15526,0.956,171,10292,10664,10769,2,0.295,36.83,0.244,0.98,0.741,9994,480,120.24,0.044,0.102,0.208,119.794,0.002
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,46.7,2,6,0,0,15416,0.939,235,10109,10690,10769,2,0.286,36.5,0.243,0.979,0.741,9884,480,120.25,0.039,0.1,0.215,119.787,0.002
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,46.7,3,6,0,0,15416,0.939,235,10109,10690,10769,2,0.286,36.5,0.243,0.979,0.741,9884,480,120.18,0.04,0.101,0.223,119.728,0.002
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,35.4,1,12,0,0,24023,0.385,1782,4144,10592,10758,2,0.409,49.08,0.2,0.926,0.741,15060,3600,120.77,0.165,0.407,0.746,119.256,0.003
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,35.4,2,12,0,0,24023,0.385,1782,4144,10592,10758,2,0.409,49.08,0.2,0.926,0.741,15060,3600,120.76,0.16,0.409,0.737,119.275,0.003
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,35.4,3,12,0,0,24023,0.385,1782,4144,10592,10758,2,0.409,49.08,0.2,0.926,0.741,15060,3600,120.77,0.164,0.412,0.777,119.225,0.003
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,34.7,1,15,0,0,32188,0.851,540,9158,10415,10766,1,0.392,47.93,0.212,0.939,0.741,21236,720,121.13,0.247,0.638,1.13,118.873,0.004
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,34.7,2,15,0,0,32188,0.851,540,9158,10415,10766,1,0.392,47.93,0.212,0.939,0.741,21236,720,121.11,0.246,0.644,1.108,118.896,0.004
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,34.7,3,15,0,0,32188,0.851,540,9158,10415,10766,1,0.392,47.93,0.212,0.939,0.741,21236,720,121.14,0.256,0.645,1.125,118.877,0.004
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,85.8,1,5,0,0,16366,0.603,1511,6328,9882,10487,1,0.532,28.8,0.353,0.859,0.556,7956,6000,120.14,0.016,0.04,0.091,119.931,0.001
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,85.8,2,5,0,0,16366,0.603,1511,6328,9882,10487,1,0.532,28.8,0.353,0.859,0.556,7956,6000,120.12,0.017,0.039,0.088,119.921,0.001
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,85.8,3,5,0,0,16366,0.603,1511,6328,9882,10487,1,0.532,28.8,0.353,0.859,0.556,7956,6000,120.12,0.015,0.039,0.088,119.916,0.001
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,56.9,1,8,0,0,23875,0.922,276,9900,10622,10738,2,0.545,57.12,0.285,0.971,0.694,14413,720,120.36,0.065,0.158,0.315,119.688,0.002
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,56.9,2,8,0,0,23875,0.922,276,9900,10622,10738,2,0.545,57.12,0.285,0.971,0.694,14413,720,120.33,0.061,0.158,0.312,119.688,0.002
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,56.9,3,8,0,0,23875,0.922,276,9900,10622,10738,2,0.545,57.12,0.285,0.971,0.694,14413,720,120.34,0.061,0.16,0.329,119.673,0.002
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,48.1,1,3,0,0,4508,0.596,1795,6126,6945,10277,0,0.088,8.0,0.193,0.721,0.581,2125,3960,120.08,0.006,0.016,0.045,119.956,0.001
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,48.1,2,3,0,0,4508,0.596,1795,6126,6945,10277,0,0.088,8.0,0.193,0.721,0.581,2125,3960,120.06,0.007,0.016,0.045,119.955,0.001
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,48.1,3,3,0,0,4508,0.596,1795,6126,6945,10277,0,0.088,8.0,0.193,0.721,0.581,2125,3960,120.05,0.008,0.016,0.045,119.947,0.001
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,29.8,1,1,0,0,1665,1.0,0,10305,10305,10305,0,0.0,0.0,0.162,0.954,0.8,1126,0,120.02,0.002,0.004,0.015,119.981,0.0
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,29.8,2,1,0,0,1665,1.0,0,10305,10305,10305,0,0.0,0.0,0.162,0.954,0.8,1126,0,120.03,0.002,0.007,0.015,119.985,0.0
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,29.8,3,1,0,0,1665,1.0,0,10305,10305,10305,0,0.0,0.0,0.162,0.954,0.8,1126,0,120.03,0.002,0.004,0.015,119.984,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.01,93.991,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.012,93.988,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.008,93.993,0.0
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,44.1,1,25,0,0,64470,0.859,447,9248,10429,10760,3,0.509,66.76,0.251,0.953,0.714,37414,7680,122.69,0.635,1.679,2.685,117.321,0.006
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,44.1,2,25,0,0,64478,0.858,461,9237,10480,10760,3,0.509,66.76,0.251,0.953,0.714,37422,7920,122.66,0.64,1.661,2.737,117.266,0.006
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,44.1,3,25,0,0,64470,0.859,447,9248,10429,10760,3,0.509,66.76,0.251,0.953,0.714,37414,7680,122.59,0.631,1.66,2.703,117.219,0.006
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,112.6,1,1,0,0,3784,1.0,0,9784,9784,9784,0,0.0,0.0,0.387,0.906,0.556,1717,1200,105.06,0.002,0.004,0.01,104.99,0.0
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,112.6,2,1,0,0,3784,1.0,0,9784,9784,9784,0,0.0,0.0,0.387,0.906,0.556,1717,1200,105.03,0.001,0.002,0.011,104.989,0.0
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,112.6,3,1,0,0,3784,1.0,0,9784,9784,9784,0,0.0,0.0,0.387,0.906,0.556,1717,1200,105.02,0.003,0.002,0.013,104.987,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,67.3,1,2,0,0,4903,0.618,1998,6453,8452,10450,0,0.03,5.0,0.29,0.783,0.556,2443,2400,120.12,0.003,0.008,0.023,120.033,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,67.3,2,2,0,0,4903,0.618,1998,6453,8452,10450,0,0.03,5.0,0.29,0.783,0.556,2443,2400,120.04,0.004,0.009,0.023,119.978,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,67.3,3,2,0,0,4903,0.618,1998,6453,8452,10450,0,0.03,5.0,0.29,0.783,0.556,2443,2400,120.04,0.004,0.007,0.025,119.976,0.0
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,59.0,1,4,0,0,9124,0.49,1947,5098,8816,10394,2,0.032,2.75,0.275,0.766,0.556,5646,4800,120.09,0.012,0.026,0.068,119.932,0.001
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,59.0,2,4,0,0,9124,0.49,1947,5098,8816,10394,2,0.032,2.75,0.275,0.766,0.556,5646,4800,120.09,0.01,0.026,0.066,119.934,0.001
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,59.0,3,4,0,0,9124,0.49,1947,5098,8816,10394,2,0.032,2.75,0.275,0.766,0.556,5646,4800,120.09,0.01,0.026,0.069,119.931,0.001
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,46.7,1,6,0,0,15556,0.973,97,10475,10578,10761,3,0.414,35.17,0.245,0.981,0.741,10024,720,120.24,0.047,0.103,0.224,119.777,0.002
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,46.7,2,6,0,0,15556,0.973,97,10475,10578,10761,3,0.414,35.17,0.245,0.981,0.741,10024,720,120.25,0.043,0.103,0.224,119.776,0.002
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,46.7,3,6,0,0,15556,0.973,97,10475,10578,10761,3,0.414,35.17,0.245,0.981,0.741,10024,720,120.18,0.041,0.103,0.223,119.728,0.002
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,35.4,1,12,0,0,27657,0.816,560,8754,10495,10729,4,0.602,41.0,0.224,0.954,0.741,18694,360,120.78,0.166,0.417,0.785,119.216,0.003
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,35.4,2,12,0,0,27657,0.816,560,8754,10495,10729,4,0.602,41.0,0.224,0.954,0.741,18694,360,120.76,0.16,0.416,0.784,119.218,0.003
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,35.4,3,12,0,0,27657,0.816,560,8754,10495,10729,4,0.602,41.0,0.224,0.954,0.741,18694,360,120.77,0.161,0.415,0.834,119.167,0.003
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,34.7,1,15,0,0,35361,0.873,456,9400,10521,10771,0,0.525,55.8,0.228,0.959,0.741,24409,480,121.13,0.241,0.652,1.167,118.836,0.004
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,34.7,2,15,0,0,35361,0.873,456,9400,10521,10771,0,0.525,55.8,0.228,0.959,0.741,24409,480,121.12,0.243,0.65,1.208,118.796,0.004
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,34.7,3,15,0,0,35361,0.873,456,9400,10521,10771,0,0.525,55.8,0.228,0.959,0.741,24409,480,121.13,0.24,0.648,1.187,118.816,0.004
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,85.8,1,5,0,0,15998,0.583,1660,6099,10161,10467,0,0.371,11.6,0.348,0.852,0.556,7588,6000,120.13,0.016,0.04,0.093,119.929,0.001
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,85.8,2,5,0,0,15998,0.583,1660,6099,10161,10467,0,0.371,11.6,0.348,0.852,0.556,7588,6000,120.12,0.017,0.04,0.093,119.916,0.001
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,85.8,3,5,0,0,15998,0.583,1660,6099,10161,10467,0,0.371,11.6,0.348,0.852,0.556,7588,6000,120.11,0.015,0.039,0.093,119.908,0.001
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,56.9,1,9,0,0,24798,0.591,1284,6334,9537,10709,1,0.333,31.0,0.292,0.872,0.617,15356,6120,120.36,0.063,0.161,0.349,119.653,0.002
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,56.9,2,9,0,0,24798,0.591,1284,6334,9537,10709,1,0.333,31.0,0.292,0.872,0.617,15356,6120,120.33,0.062,0.161,0.324,119.676,0.002
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,56.9,3,9,0,0,24798,0.591,1284,6334,9537,10709,1,0.333,31.0,0.292,0.872,0.617,15356,6120,120.33,0.061,0.162,0.331,119.671,0.002
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,48.1,1,3,0,0,4434,0.839,565,6985,7967,8322,0,0.048,4.0,0.191,0.719,0.581,2051,2760,120.08,0.006,0.016,0.048,119.953,0.001
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,48.1,2,3,0,0,4434,0.839,565,6985,7967,8322,0,0.048,4.0,0.191,0.719,0.581,2051,2760,120.06,0.008,0.019,0.049,119.951,0.001
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,48.1,3,3,0,0,4434,0.839,565,6985,7967,8322,0,0.048,4.0,0.191,0.719,0.581,2051,2760,120.06,0.011,0.016,0.047,119.945,0.001
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,29.8,1,1,0,0,1665,1.0,0,10305,10305,10305,0,0.0,0.0,0.162,0.954,0.8,1126,0,120.03,0.003,0.004,0.016,119.981,0.0
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,29.8,2,1,0,0,1665,1.0,0,10305,10305,10305,0,0.0,0.0,0.162,0.954,0.8,1126,0,120.03,0.002,0.004,0.017,119.983,0.0
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,29.8,3,1,0,0,1665,1.0,0,10305,10305,10305,0,0.0,0.0,0.162,0.954,0.8,1126,0,120.03,0.003,0.004,0.016,119.985,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.993,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.013,93.987,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.009,93.991,0.0
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,44.1,1,26,0,1,61182,0.011,2237,120,10526,10770,18,0.305,88.35,0.241,0.905,0.687,34143,15240,122.73,0.639,1.72,2.849,117.156,0.006
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,44.1,2,26,0,1,61182,0.011,2237,120,10526,10770,18,0.305,88.35,0.241,0.905,0.687,34143,15240,122.66,0.623,1.675,2.877,117.126,0.006
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,0,30,0,False,0.0,44.1,3,26,0,1,61182,0.011,2237,120,10526,10770,18,0.305,88.35,0.241,0.905,0.687,34143,15240,122.61,0.624,1.678,2.849,117.074,0.006
