instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,seed,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n50,50,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,112.6,1,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,2746,673,1200,105.07,0.001,0.005,0.011,104.988,0.0
battery-n50,50,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,112.6,2,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,2746,673,1200,105.04,0.002,0.003,0.012,104.988,0.0
battery-n50,50,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,112.6,3,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,2746,673,1200,105.04,0.002,0.002,0.014,104.986,0.001
battery-n50,50,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,112.6,4,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,2746,673,1200,105.04,0.002,0.003,0.019,104.98,0.001
battery-n50,50,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,112.6,5,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,2746,673,1200,105.07,0.003,0.005,0.015,104.985,0.0
battery-n100,100,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,67.3,1,2,0,0,4291,0.653,1712,6433,8146,9858,3,0.03,5.0,0.263,0.754,0.556,1831,2601,1690,2400,120.05,0.003,0.007,0.027,119.973,0.001
battery-n100,100,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,67.3,2,2,0,0,4315,0.648,1742,6415,8158,9900,1,0.03,5.0,0.264,0.756,0.556,1855,2601,1714,2400,120.06,0.004,0.009,0.032,119.968,0.001
battery-n100,100,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,67.3,3,2,0,0,4272,0.651,1721,6415,8136,9857,3,0.03,5.0,0.263,0.754,0.556,1812,2601,1671,2400,120.15,0.005,0.009,0.032,120.045,0.001
battery-n100,100,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,67.3,4,2,0,0,4173,0.66,1654,6433,8086,9740,0,0.03,5.0,0.258,0.749,0.556,1713,2601,1572,2400,120.07,0.006,0.01,0.034,119.968,0.001
battery-n100,100,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,67.3,5,2,0,0,4328,0.526,2534,5630,8164,10698,1,0.117,2.0,0.265,0.756,0.556,1868,2601,1727,3720,120.05,0.004,0.009,0.034,119.968,0.001
battery-n200,200,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,59.0,1,4,0,0,7887,0.809,648,6985,8136,8630,2,0.092,9.25,0.247,0.738,0.556,4409,4541,3346,4801,120.12,0.014,0.033,0.091,119.911,0.001
battery-n200,200,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,59.0,2,4,0,0,7993,0.729,954,6768,7973,9279,4,0.144,15.0,0.25,0.741,0.556,4515,4541,3452,4800,120.11,0.015,0.033,0.094,119.907,0.001
battery-n200,200,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,59.0,3,4,0,0,8137,0.651,1375,6532,7782,10040,3,0.048,3.0,0.253,0.744,0.556,4659,4541,3596,4800,120.11,0.017,0.032,0.082,119.922,0.001
battery-n200,200,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,59.0,4,4,0,0,8542,0.766,794,6811,8419,8893,5,0.302,14.0,0.262,0.753,0.556,5064,4541,4001,4800,120.11,0.013,0.032,0.082,119.919,0.001
battery-n200,200,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,59.0,5,4,0,0,8072,0.835,583,7133,8196,8547,6,0.099,16.5,0.252,0.742,0.556,4594,4541,3531,4801,120.14,0.012,0.035,0.094,119.908,0.002
battery-n400,400,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,46.7,1,6,0,0,13066,0.911,282,9644,10229,10590,8,0.545,47.5,0.214,0.943,0.741,7534,7477,5589,120,120.32,0.049,0.131,0.294,119.671,0.002
battery-n400,400,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,46.7,2,6,0,0,12871,0.821,696,8827,10544,10748,8,0.17,15.17,0.211,0.939,0.741,7339,7477,5394,960,120.3,0.042,0.138,0.292,119.708,0.002
battery-n400,400,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,46.7,3,6,0,0,13451,0.874,468,9411,10442,10765,4,0.314,23.5,0.219,0.948,0.741,7919,7477,5974,120,120.3,0.048,0.129,0.287,119.714,0.002
battery-n400,400,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,46.7,4,6,0,0,13244,0.874,459,9308,10332,10649,7,0.515,39.0,0.216,0.945,0.741,7712,7477,5767,0,120.31,0.055,0.131,0.282,119.718,0.002
battery-n400,400,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,46.7,5,6,0,0,12757,0.821,638,8827,10356,10751,4,0.336,51.83,0.21,0.938,0.741,7225,7477,5280,960,120.35,0.056,0.148,0.306,119.706,0.002
battery-n800,800,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,35.4,1,12,0,0,22531,0.717,1058,7698,10524,10732,1,0.56,82.08,0.19,0.915,0.741,13568,12392,10139,3120,121.16,0.205,0.554,1.005,119.15,0.004
battery-n800,800,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,35.4,2,12,0,0,22409,0.678,1020,7272,10280,10723,3,0.326,56.75,0.189,0.914,0.741,13446,12392,10017,3361,121.05,0.214,0.578,0.992,119.011,0.004
battery-n800,800,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,35.4,3,12,0,0,21037,0.752,871,8084,9960,10744,3,0.245,23.92,0.18,0.903,0.741,12074,12392,8645,1920,120.99,0.199,0.551,0.982,119.02,0.004
battery-n800,800,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,35.4,4,12,0,0,22259,0.664,1009,7093,10232,10683,2,0.365,56.67,0.188,0.913,0.741,13296,12392,9867,2520,121.07,0.209,0.532,0.965,119.117,0.004
battery-n800,800,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,35.4,5,12,0,0,21997,0.706,895,7597,10114,10764,6,0.553,60.92,0.186,0.91,0.741,13034,12392,9605,1320,120.96,0.199,0.526,1.044,118.97,0.004
battery-n1000,1000,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,34.7,1,15,0,0,26589,0.739,906,7933,10008,10737,7,0.589,52.53,0.181,0.905,0.741,15637,15438,11151,1561,121.44,0.308,0.837,1.467,118.54,0.005
battery-n1000,1000,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,34.7,2,15,0,0,26874,0.638,1149,6868,10244,10767,6,0.426,59.73,0.183,0.907,0.741,15922,15438,11436,2880,121.48,0.335,0.844,1.556,118.449,0.005
battery-n1000,1000,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,34.7,3,15,0,0,27202,0.784,818,8406,10207,10721,9,0.483,83.33,0.185,0.909,0.741,16250,15438,11764,360,121.43,0.303,0.827,1.468,118.537,0.005
battery-n1000,1000,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,34.7,4,14,0,0,28359,0.956,148,10292,10595,10762,12,0.41,48.43,0.191,0.981,0.794,17396,15529,12830,0,121.52,0.307,0.921,1.532,118.474,0.005
battery-n1000,1000,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,34.7,5,15,0,0,25975,0.628,1050,6762,10153,10764,6,0.382,49.67,0.178,0.901,0.741,15023,15438,10537,2040,121.49,0.319,0.853,1.494,118.51,0.005
battery-sparse-n250,250,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,85.8,1,5,0,0,16623,0.751,868,7921,9181,10551,2,0.213,16.4,0.357,0.863,0.556,8213,11132,5491,6000,120.16,0.023,0.053,0.124,119.879,0.001
battery-sparse-n250,250,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,85.8,2,5,0,0,16319,0.581,1607,6230,10113,10719,0,0.255,20.2,0.352,0.858,0.556,7909,11132,5187,6120,120.15,0.02,0.053,0.12,119.871,0.001
battery-sparse-n250,250,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,85.8,3,5,0,0,15145,0.625,1473,6733,9496,10770,1,0.344,14.8,0.335,0.836,0.556,6735,11132,4013,6120,120.15,0.019,0.049,0.122,119.88,0.001
battery-sparse-n250,250,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,85.8,4,5,0,0,15731,0.712,1060,7246,9560,10179,0,0.238,20.2,0.344,0.847,0.556,7321,11132,4599,6000,120.19,0.021,0.051,0.125,119.878,0.002
battery-sparse-n250,250,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,85.8,5,5,0,0,15352,0.653,1234,6842,9346,10473,1,0.075,2.6,0.339,0.84,0.556,6942,11132,4220,6000,120.16,0.023,0.056,0.122,119.881,0.001
battery-sparse-n500,500,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,56.9,1,8,0,0,23764,0.931,256,10022,10532,10769,2,0.439,68.0,0.284,0.97,0.694,14302,13517,10247,1081,120.44,0.073,0.201,0.401,119.601,0.003
battery-sparse-n500,500,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,56.9,2,8,0,0,22447,0.891,434,9580,10427,10754,1,0.296,49.88,0.272,0.954,0.694,12985,13517,8930,840,120.46,0.081,0.228,0.478,119.525,0.004
battery-sparse-n500,500,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,56.9,3,8,0,0,21262,0.845,564,9021,10342,10673,0,0.311,20.5,0.262,0.94,0.694,11800,13517,7745,720,120.54,0.085,0.204,0.408,119.671,0.002
battery-sparse-n500,500,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,56.9,4,8,0,0,21832,0.916,262,9721,10231,10608,1,0.257,52.62,0.267,0.947,0.694,12370,13517,8315,1200,120.48,0.086,0.222,0.445,119.558,0.003
battery-sparse-n500,500,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,56.9,5,8,0,0,20657,0.734,932,7879,10520,10729,1,0.6,37.5,0.256,0.933,0.694,11195,13517,7140,1920,120.45,0.084,0.227,0.424,119.567,0.003
area-26-n157,157,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,48.1,1,3,0,0,4485,0.846,541,7037,7967,8321,0,0.048,4.0,0.192,0.72,0.581,2102,3618,867,2760,120.1,0.008,0.02,0.062,119.94,0.001
area-26-n157,157,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,48.1,2,3,0,0,4447,0.825,617,6926,7967,8394,0,0.048,4.0,0.191,0.719,0.581,2064,3618,829,2760,120.08,0.013,0.018,0.057,119.944,0.001
area-26-n157,157,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,48.1,3,3,0,0,4412,0.796,783,7041,7369,8842,0,0.076,5.0,0.19,0.718,0.581,2029,3618,794,2880,120.08,0.008,0.019,0.058,119.944,0.001
area-26-n157,157,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,48.1,4,3,0,0,4376,0.833,591,6928,7967,8321,0,0.048,4.0,0.188,0.716,0.581,1993,3618,758,2760,120.08,0.013,0.02,0.058,119.944,0.001
area-26-n157,157,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,48.1,5,3,0,0,4272,0.793,760,6933,7441,8738,0,0.034,3.67,0.185,0.713,0.581,1889,3618,654,2760,120.08,0.008,0.02,0.059,119.944,0.001
area-27-n72,72,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,29.8,1,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.04,0.002,0.004,0.018,119.982,0.001
area-27-n72,72,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,29.8,2,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.04,0.002,0.005,0.02,119.982,0.0
area-27-n72,72,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,29.8,3,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.03,0.002,0.005,0.021,119.971,0.0
area-27-n72,72,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,29.8,4,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.04,0.002,0.006,0.019,119.983,0.0
area-27-n72,72,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,29.8,5,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.04,0.002,0.006,0.023,119.978,0.0
area-29-n43,43,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.02,0.001,0.002,0.01,93.993,0.0
area-29-n43,43,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.02,0.003,0.002,0.009,93.99,0.0
area-29-n43,43,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.03,0.001,0.005,0.011,93.991,0.0
area-29-n43,43,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,27.6,4,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.03,0.001,0.005,0.011,93.99,0.0
area-29-n43,43,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,27.6,5,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.03,0.001,0.002,0.01,93.992,0.0
reference-n1607,1607,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,44.1,1,25,0,0,65445,0.848,410,9127,10407,10765,27,0.448,137.16,0.253,0.957,0.714,38389,30823,34622,9480,123.53,0.861,2.148,3.794,116.213,0.008
reference-n1607,1607,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,44.1,2,25,0,0,65855,0.794,532,8545,10585,10758,30,0.486,108.88,0.255,0.958,0.714,38799,30823,35032,10560,123.62,0.768,2.307,3.78,116.252,0.007
reference-n1607,1607,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,44.1,3,25,0,0,65297,0.692,721,7467,10625,10784,29,0.441,91.4,0.253,0.956,0.714,38241,30823,34474,10680,123.44,0.838,2.129,3.502,116.506,0.008
reference-n1607,1607,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,44.1,4,25,0,0,62719,0.627,821,6742,10512,10746,27,0.571,96.12,0.245,0.946,0.714,35663,30823,31896,11280,123.55,0.784,2.268,3.835,116.173,0.009
reference-n1607,1607,config,feasible-floor-b095-stops15,spatial_term,feasible-floor-b095-stops15,0,3,10000,,0,False,0.0,44.1,5,25,0,1,65625,0.816,482,8776,10489,10753,19,0.426,183.68,0.254,0.957,0.714,38569,30823,34802,10560,123.44,0.785,2.183,3.529,116.477,0.008
