source,instance,n,cell,seed,k,travel_sec,relleno_sec,msf_k_sec,relleno_msf_sec,ub_k_sec,relleno_ub_sec
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n50,50,feasible-floor-b060-stops10,5,1,3419,1352,2746,673,3266,153
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n100,100,feasible-floor-b060-stops10,1,2,4291,1831,2601,1690,3239,1052
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n100,100,feasible-floor-b060-stops10,2,2,4315,1855,2601,1714,3239,1076
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n100,100,feasible-floor-b060-stops10,3,2,4259,1799,2601,1658,3239,1020
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n100,100,feasible-floor-b060-stops10,4,2,4173,1713,2601,1572,3239,934
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n100,100,feasible-floor-b060-stops10,5,2,4174,1714,2601,1573,3239,935
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n200,200,feasible-floor-b060-stops10,1,4,8124,4646,4541,3583,6202,1922
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n200,200,feasible-floor-b060-stops10,2,4,7698,4220,4541,3157,6202,1496
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n200,200,feasible-floor-b060-stops10,3,4,7969,4491,4541,3428,6202,1767
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n200,200,feasible-floor-b060-stops10,4,4,7877,4399,4541,3336,6202,1675
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n200,200,feasible-floor-b060-stops10,5,4,7876,4398,4541,3335,6202,1674
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n400,400,feasible-floor-b060-stops10,1,6,12900,7368,7477,5423,10303,2597
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n400,400,feasible-floor-b060-stops10,2,6,12857,7325,7477,5380,10303,2554
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n400,400,feasible-floor-b060-stops10,3,6,13451,7919,7477,5974,10303,3148
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n400,400,feasible-floor-b060-stops10,4,6,13141,7609,7477,5664,10303,2838
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n400,400,feasible-floor-b060-stops10,5,6,12757,7225,7477,5280,10303,2454
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n800,800,feasible-floor-b060-stops10,1,12,22155,13192,12392,9763,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n800,800,feasible-floor-b060-stops10,2,12,22360,13397,12392,9968,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n800,800,feasible-floor-b060-stops10,3,12,21519,12556,12392,9127,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n800,800,feasible-floor-b060-stops10,4,12,24183,15220,12392,11791,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n800,800,feasible-floor-b060-stops10,5,12,23988,15025,12392,11596,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n1000,1000,feasible-floor-b060-stops10,1,15,27035,16083,15438,11597,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n1000,1000,feasible-floor-b060-stops10,2,15,26863,15911,15438,11425,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n1000,1000,feasible-floor-b060-stops10,3,14,28193,17230,15529,12664,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n1000,1000,feasible-floor-b060-stops10,4,15,27447,16495,15438,12009,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-n1000,1000,feasible-floor-b060-stops10,5,14,27204,16241,15529,11675,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n250,250,feasible-floor-b060-stops10,1,5,15392,6982,11132,4260,13901,1491
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n250,250,feasible-floor-b060-stops10,2,5,14969,6559,11132,3837,13901,1068
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n250,250,feasible-floor-b060-stops10,3,5,15313,6903,11132,4181,13901,1412
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n250,250,feasible-floor-b060-stops10,4,5,15149,6739,11132,4017,13901,1248
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n250,250,feasible-floor-b060-stops10,5,5,15232,6822,11132,4100,13901,1331
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n500,500,feasible-floor-b060-stops10,1,8,21122,11660,13517,7605,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n500,500,feasible-floor-b060-stops10,2,8,22447,12985,13517,8930,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n500,500,feasible-floor-b060-stops10,3,8,20915,11453,13517,7398,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n500,500,feasible-floor-b060-stops10,4,8,21832,12370,13517,8315,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,battery-sparse-n500,500,feasible-floor-b060-stops10,5,8,20960,11498,13517,7443,,
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-26-n157,157,feasible-floor-b060-stops10,1,3,4406,2023,3618,788,4290,116
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-26-n157,157,feasible-floor-b060-stops10,2,3,4275,1892,3618,657,4290,-15
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-26-n157,157,feasible-floor-b060-stops10,3,3,4309,1926,3618,691,4290,19
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-26-n157,157,feasible-floor-b060-stops10,4,3,4316,1933,3618,698,4290,26
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-26-n157,157,feasible-floor-b060-stops10,5,3,4449,2066,3618,831,4290,159
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-27-n72,72,feasible-floor-b060-stops10,1,1,1504,965,1303,201,1425,79
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-27-n72,72,feasible-floor-b060-stops10,2,1,1504,965,1303,201,1425,79
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-27-n72,72,feasible-floor-b060-stops10,3,1,1502,963,1303,199,1425,77
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-27-n72,72,feasible-floor-b060-stops10,4,1,1502,963,1303,199,1425,77
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-27-n72,72,feasible-floor-b060-stops10,5,1,1481,942,1303,178,1425,56
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-29-n43,43,feasible-floor-b060-stops10,1,1,999,611,789,210,955,44
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-29-n43,43,feasible-floor-b060-stops10,2,1,999,611,789,210,955,44
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-29-n43,43,feasible-floor-b060-stops10,3,1,999,611,789,210,955,44
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-29-n43,43,feasible-floor-b060-stops10,4,1,999,611,789,210,955,44
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,area-29-n43,43,feasible-floor-b060-stops10,5,1,999,611,789,210,955,44
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,reference-n1607,1607,feasible-floor-b060-stops10,1,25,59085,32029,30823,28262,39695,19390
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,reference-n1607,1607,feasible-floor-b060-stops10,2,25,60701,33645,30823,29878,39695,21006
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,reference-n1607,1607,feasible-floor-b060-stops10,3,25,62918,35862,30823,32095,39695,23223
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,reference-n1607,1607,feasible-floor-b060-stops10,4,25,62741,35685,30823,31918,39695,23046
sweep-metrology-20260720-h2h-feasible-floor-b060-stops10.csv,reference-n1607,1607,feasible-floor-b060-stops10,5,25,64889,37833,30823,34066,39695,25194
stops-penalty-sweep-20260722-actual.csv,battery-n50,50,actual,1,2,8389,6365,1975,6414,2414,5975
stops-penalty-sweep-20260722-actual.csv,battery-n50,50,actual,2,2,8385,6361,1975,6410,2414,5971
stops-penalty-sweep-20260722-actual.csv,battery-n50,50,actual,3,2,8385,6361,1975,6410,2414,5971
stops-penalty-sweep-20260722-actual.csv,battery-n50,50,actual,4,2,8385,6361,1975,6410,2414,5971
stops-penalty-sweep-20260722-actual.csv,battery-n50,50,actual,5,2,8420,6396,1975,6445,2414,6006
stops-penalty-sweep-20260722-actual.csv,battery-n100,100,actual,1,2,4268,1808,2601,1667,3239,1029
stops-penalty-sweep-20260722-actual.csv,battery-n100,100,actual,2,2,4698,2238,2601,2097,3239,1459
stops-penalty-sweep-20260722-actual.csv,battery-n100,100,actual,3,2,4292,1832,2601,1691,3239,1053
stops-penalty-sweep-20260722-actual.csv,battery-n100,100,actual,4,2,4186,1726,2601,1585,3239,947
stops-penalty-sweep-20260722-actual.csv,battery-n100,100,actual,5,2,4126,1666,2601,1525,3239,887
stops-penalty-sweep-20260722-actual.csv,battery-n200,200,actual,1,4,7992,4514,4541,3451,6202,1790
stops-penalty-sweep-20260722-actual.csv,battery-n200,200,actual,2,4,7877,4399,4541,3336,6202,1675
stops-penalty-sweep-20260722-actual.csv,battery-n200,200,actual,3,4,8029,4551,4541,3488,6202,1827
stops-penalty-sweep-20260722-actual.csv,battery-n200,200,actual,4,4,7672,4194,4541,3131,6202,1470
stops-penalty-sweep-20260722-actual.csv,battery-n200,200,actual,5,4,7891,4413,4541,3350,6202,1689
stops-penalty-sweep-20260722-actual.csv,battery-n400,400,actual,1,7,15414,9896,7314,8100,,
stops-penalty-sweep-20260722-actual.csv,battery-n400,400,actual,2,7,14086,8568,7314,6772,,
stops-penalty-sweep-20260722-actual.csv,battery-n400,400,actual,3,7,17792,12274,7314,10478,,
stops-penalty-sweep-20260722-actual.csv,battery-n400,400,actual,4,7,13904,8386,7314,6590,,
stops-penalty-sweep-20260722-actual.csv,battery-n400,400,actual,5,6,12177,6645,7477,4700,10303,1874
stops-penalty-sweep-20260722-actual.csv,battery-n800,800,actual,1,12,21126,12163,12392,8734,,
stops-penalty-sweep-20260722-actual.csv,battery-n800,800,actual,2,12,19561,10598,12392,7169,,
stops-penalty-sweep-20260722-actual.csv,battery-n800,800,actual,3,12,20535,11572,12392,8143,,
stops-penalty-sweep-20260722-actual.csv,battery-n800,800,actual,4,12,20630,11667,12392,8238,,
stops-penalty-sweep-20260722-actual.csv,battery-n800,800,actual,5,12,20998,12035,12392,8606,,
stops-penalty-sweep-20260722-actual.csv,battery-n1000,1000,actual,1,15,28101,17149,15438,12663,,
stops-penalty-sweep-20260722-actual.csv,battery-n1000,1000,actual,2,15,26182,15230,15438,10744,,
stops-penalty-sweep-20260722-actual.csv,battery-n1000,1000,actual,3,15,27923,16971,15438,12485,,
stops-penalty-sweep-20260722-actual.csv,battery-n1000,1000,actual,4,15,26241,15289,15438,10803,,
stops-penalty-sweep-20260722-actual.csv,battery-n1000,1000,actual,5,15,26146,15194,15438,10708,,
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n250,250,actual,1,6,16044,7668,10927,5117,13653,2391
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n250,250,actual,2,5,15708,7298,11132,4576,13901,1807
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n250,250,actual,3,5,15191,6781,11132,4059,13901,1290
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n250,250,actual,4,6,16719,8343,10927,5792,13653,3066
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n250,250,actual,5,6,17198,8822,10927,6271,13653,3545
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n500,500,actual,1,9,21292,11850,13401,7891,,
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n500,500,actual,2,8,20258,10796,13517,6741,,
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n500,500,actual,3,9,21097,11655,13401,7696,,
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n500,500,actual,4,8,19559,10097,13517,6042,,
stops-penalty-sweep-20260722-actual.csv,battery-sparse-n500,500,actual,5,9,21381,11939,13401,7980,,
stops-penalty-sweep-20260722-actual.csv,area-26-n157,157,actual,1,3,4962,2579,3618,1344,4290,672
stops-penalty-sweep-20260722-actual.csv,area-26-n157,157,actual,2,3,5435,3052,3618,1817,4290,1145
stops-penalty-sweep-20260722-actual.csv,area-26-n157,157,actual,3,3,4965,2582,3618,1347,4290,675
stops-penalty-sweep-20260722-actual.csv,area-26-n157,157,actual,4,3,5449,3066,3618,1831,4290,1159
stops-penalty-sweep-20260722-actual.csv,area-26-n157,157,actual,5,3,5175,2792,3618,1557,4290,885
stops-penalty-sweep-20260722-actual.csv,area-27-n72,72,actual,1,2,5757,5226,914,4843,1036,4721
stops-penalty-sweep-20260722-actual.csv,area-27-n72,72,actual,2,2,5751,5220,914,4837,1036,4715
stops-penalty-sweep-20260722-actual.csv,area-27-n72,72,actual,3,2,5738,5207,914,4824,1036,4702
stops-penalty-sweep-20260722-actual.csv,area-27-n72,72,actual,4,2,5734,5203,914,4820,1036,4698
stops-penalty-sweep-20260722-actual.csv,area-27-n72,72,actual,5,2,5735,5204,914,4821,1036,4699
stops-penalty-sweep-20260722-actual.csv,area-29-n43,43,actual,1,1,2028,1640,789,1239,955,1073
stops-penalty-sweep-20260722-actual.csv,area-29-n43,43,actual,2,1,2024,1636,789,1235,955,1069
stops-penalty-sweep-20260722-actual.csv,area-29-n43,43,actual,3,1,2028,1640,789,1239,955,1073
stops-penalty-sweep-20260722-actual.csv,area-29-n43,43,actual,4,1,2035,1647,789,1246,955,1080
stops-penalty-sweep-20260722-actual.csv,area-29-n43,43,actual,5,1,2025,1637,789,1236,955,1070
stops-penalty-sweep-20260722-actual.csv,reference-n1607,1607,actual,1,25,61532,34476,30823,30709,39695,21837
stops-penalty-sweep-20260722-actual.csv,reference-n1607,1607,actual,2,25,61717,34661,30823,30894,39695,22022
stops-penalty-sweep-20260722-actual.csv,reference-n1607,1607,actual,3,25,60328,33272,30823,29505,39695,20633
stops-penalty-sweep-20260722-actual.csv,reference-n1607,1607,actual,4,25,59764,32708,30823,28941,39695,20069
stops-penalty-sweep-20260722-actual.csv,reference-n1607,1607,actual,5,25,61206,34150,30823,30383,39695,21511
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n50,50,feasible-floor-b095,1,1,3419,1352,2746,673,3266,153
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n50,50,feasible-floor-b095,2,1,3419,1352,2746,673,3266,153
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n50,50,feasible-floor-b095,3,1,3419,1352,2746,673,3266,153
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n50,50,feasible-floor-b095,4,1,3419,1352,2746,673,3266,153
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n50,50,feasible-floor-b095,5,1,3419,1352,2746,673,3266,153
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n100,100,feasible-floor-b095,1,2,4291,1831,2601,1690,3239,1052
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n100,100,feasible-floor-b095,2,2,4292,1832,2601,1691,3239,1053
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n100,100,feasible-floor-b095,3,2,4272,1812,2601,1671,3239,1033
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n100,100,feasible-floor-b095,4,2,4173,1713,2601,1572,3239,934
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n100,100,feasible-floor-b095,5,2,4328,1868,2601,1727,3239,1089
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n200,200,feasible-floor-b095,1,4,7887,4409,4541,3346,6202,1685
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n200,200,feasible-floor-b095,2,4,8026,4548,4541,3485,6202,1824
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n200,200,feasible-floor-b095,3,4,8137,4659,4541,3596,6202,1935
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n200,200,feasible-floor-b095,4,4,8542,5064,4541,4001,6202,2340
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n200,200,feasible-floor-b095,5,4,8072,4594,4541,3531,6202,1870
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n400,400,feasible-floor-b095,1,6,13066,7534,7477,5589,10303,2763
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n400,400,feasible-floor-b095,2,6,12871,7339,7477,5394,10303,2568
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n400,400,feasible-floor-b095,3,6,13451,7919,7477,5974,10303,3148
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n400,400,feasible-floor-b095,4,6,13244,7712,7477,5767,10303,2941
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n400,400,feasible-floor-b095,5,6,12757,7225,7477,5280,10303,2454
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n800,800,feasible-floor-b095,1,12,22451,13488,12392,10059,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n800,800,feasible-floor-b095,2,12,22409,13446,12392,10017,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n800,800,feasible-floor-b095,3,12,21037,12074,12392,8645,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n800,800,feasible-floor-b095,4,12,22259,13296,12392,9867,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n800,800,feasible-floor-b095,5,12,21997,13034,12392,9605,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n1000,1000,feasible-floor-b095,1,15,26589,15637,15438,11151,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n1000,1000,feasible-floor-b095,2,14,28351,17388,15529,12822,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n1000,1000,feasible-floor-b095,3,15,27238,16286,15438,11800,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n1000,1000,feasible-floor-b095,4,15,27344,16392,15438,11906,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-n1000,1000,feasible-floor-b095,5,15,26032,15080,15438,10594,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n250,250,feasible-floor-b095,1,5,16623,8213,11132,5491,13901,2722
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n250,250,feasible-floor-b095,2,5,16319,7909,11132,5187,13901,2418
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n250,250,feasible-floor-b095,3,5,15145,6735,11132,4013,13901,1244
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n250,250,feasible-floor-b095,4,5,15731,7321,11132,4599,13901,1830
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n250,250,feasible-floor-b095,5,5,15352,6942,11132,4220,13901,1451
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n500,500,feasible-floor-b095,1,8,23764,14302,13517,10247,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n500,500,feasible-floor-b095,2,8,22447,12985,13517,8930,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n500,500,feasible-floor-b095,3,8,21262,11800,13517,7745,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n500,500,feasible-floor-b095,4,8,21832,12370,13517,8315,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,battery-sparse-n500,500,feasible-floor-b095,5,8,20657,11195,13517,7140,,
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-26-n157,157,feasible-floor-b095,1,3,4485,2102,3618,867,4290,195
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-26-n157,157,feasible-floor-b095,2,3,4485,2102,3618,867,4290,195
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-26-n157,157,feasible-floor-b095,3,3,4277,1894,3618,659,4290,-13
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-26-n157,157,feasible-floor-b095,4,3,4376,1993,3618,758,4290,86
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-26-n157,157,feasible-floor-b095,5,3,4272,1889,3618,654,4290,-18
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-27-n72,72,feasible-floor-b095,1,1,1502,963,1303,199,1425,77
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-27-n72,72,feasible-floor-b095,2,1,1502,963,1303,199,1425,77
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-27-n72,72,feasible-floor-b095,3,1,1502,963,1303,199,1425,77
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-27-n72,72,feasible-floor-b095,4,1,1502,963,1303,199,1425,77
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-27-n72,72,feasible-floor-b095,5,1,1481,942,1303,178,1425,56
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-29-n43,43,feasible-floor-b095,1,1,999,611,789,210,955,44
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-29-n43,43,feasible-floor-b095,2,1,999,611,789,210,955,44
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-29-n43,43,feasible-floor-b095,3,1,999,611,789,210,955,44
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-29-n43,43,feasible-floor-b095,4,1,999,611,789,210,955,44
stops-penalty-sweep-20260722-feasible-floor-b095.csv,area-29-n43,43,feasible-floor-b095,5,1,999,611,789,210,955,44
stops-penalty-sweep-20260722-feasible-floor-b095.csv,reference-n1607,1607,feasible-floor-b095,1,25,64723,37667,30823,33900,39695,25028
stops-penalty-sweep-20260722-feasible-floor-b095.csv,reference-n1607,1607,feasible-floor-b095,2,25,62683,35627,30823,31860,39695,22988
stops-penalty-sweep-20260722-feasible-floor-b095.csv,reference-n1607,1607,feasible-floor-b095,3,25,61777,34721,30823,30954,39695,22082
stops-penalty-sweep-20260722-feasible-floor-b095.csv,reference-n1607,1607,feasible-floor-b095,4,25,61860,34804,30823,31037,39695,22165
stops-penalty-sweep-20260722-feasible-floor-b095.csv,reference-n1607,1607,feasible-floor-b095,5,25,62710,35654,30823,31887,39695,23015
